ASSIGNED_GROUP,reassign_num
SM000532,1.2857142857142858
NW000481,1.2650231124807396
ENT00042,1.2580645161290323
DC000122,1.2538631346578366
NW000492,1.25
COR00556,1.25
EDC00065,1.25
NW000443,1.25
ESI00010,1.25
ESI00052,1.25
NS000116,1.2323232323232323
NW000451,1.2307692307692308
SM000585,1.2253521126760563
NW000400,1.2225969645868466
DC000231,1.2222222222222223
NW000457,1.2222222222222223
ITS00383,1.2
NW000425,1.2
NW000419,1.1904761904761905
ESI00049,1.1875
DC000131,1.1682242990654206
ITS00110,1.1666666666666667
ENT00009,1.1666666666666667
NW000521,1.1590909090909092
ITS00379,1.15
NW000460,1.1472868217054264
ITS00368,1.1375
NW000464,1.136150234741784
SM000553,1.125
DC000201,1.1224489795918366
NW000423,1.121212121212121
DC000228,1.12
DC000199,1.12
NW000440,1.1155778894472361
NW000505,1.1111111111111112
NW000401,1.095890410958904
NW000447,1.0879120879120878
ITS00335,1.0851063829787233
NW000452,1.083086053412463
ITS00352,1.0810810810810811
SM000549,1.0638297872340425
DC000252,1.0405405405405406
NW000444,1.0266666666666666
ITS00341,1.0220125786163523
ITS00322,1.0051948051948052
ENT00040,1.0
ENT00016,1.0
SM000572,1.0
ESI00014,1.0
ENT00017,1.0
NW000493,1.0
SM000521,1.0
SM000516,1.0
NW000454,1.0
NS000110,1.0
NDS00038,1.0
NDS00032,1.0
NDS00009,1.0
ITS00365,1.0
ITS00357,1.0
ITS00356,1.0
ITS00349,1.0
ITS00336,1.0
NW000511,1.0
NW000515,1.0
ITS00100,1.0
PCR00001,1.0
ESI00054,1.0
AP000011,1.0
ITS00109,1.0
DC000217,1.0
DC000148,1.0
CG4TECH,1.0
DC000161,1.0
EDC00099,1.0
CHNGMGMT,1.0
EDC00028,1.0
DC000170,1.0
DC000184,1.0
DC000219,1.0
EDC00068,1.0
DC000175,1.0
ITS00342,0.975
EDC00074,0.9655172413793104
ESI00043,0.95
DC000104,0.9230769230769231
SM000557,0.9126984126984127
ITS00308,0.9105263157894737
NW000461,0.9032258064516129
DC000223,0.8945147679324894
NW000404,0.8734177215189873
DC000246,0.85
EDC00006,0.8473498233215547
NW000446,0.8412698412698413
ITS00360,0.8375
ITS00373,0.8333333333333334
EDC00095,0.8282208588957055
ITS00353,0.8244274809160306
NW000407,0.82212086659065
DC000118,0.8205128205128205
NW000477,0.8203592814371258
EDC00089,0.8187919463087249
DC000253,0.8070175438596491
NW000450,0.8017429193899782
ITS00362,0.8
NW000453,0.7932692307692307
NW000489,0.7865168539325843
NW000408,0.7838312829525483
SM000559,0.7777777777777778
NW000420,0.7695035460992907
NW000413,0.7619047619047619
NW000409,0.7578209277238404
ITS00340,0.7542706964520368
NW000456,0.75
DC000230,0.75
DC000125,0.7428571428571429
NW000488,0.7402597402597403
DC000224,0.7358490566037735
ENT00003,0.7333333333333333
DC000263,0.7294117647058823
DC000247,0.7272727272727273
EDC00031,0.7256944444444444
DC000178,0.7244897959183674
ITS00325,0.7243816254416962
ENT00006,0.7213114754098361
ITS00330,0.7192982456140351
DC000134,0.7137096774193549
EDC00024,0.7120743034055728
DC000140,0.7091988130563798
ESI00028,0.6974789915966386
ITS00381,0.6957605985037406
ITS00331,0.6956521739130435
DC000249,0.6923076923076923
ITS00306,0.6895640686922061
DC000262,0.6854838709677419
ITS00375,0.6850393700787402
DC000195,0.6808510638297872
DC000139,0.6784565916398714
DC000248,0.6783625730994152
ITS00307,0.6701030927835051
NW000428,0.6673114119922631
EDC00009,0.6666666666666666
EDC00005,0.6666666666666666
DC000151,0.6666666666666666
NW000507,0.6666666666666666
EDC00010,0.6640625
ITS00380,0.660377358490566
DC000147,0.6564102564102564
EDC00062,0.65
DC000204,0.647787610619469
DC000179,0.6463878326996197
EDC00053,0.6448598130841121
ITS00344,0.640117994100295
NW000486,0.6363636363636364
COR00553,0.6347826086956522
DC000237,0.6322751322751323
DC000221,0.6274038461538461
DC000135,0.6269315673289183
ITS00345,0.6254071661237784
NW000483,0.625
DC000123,0.625
EDC00021,0.6227106227106227
DC000200,0.6198603568657874
DC000207,0.6171761280931587
DC000190,0.6153846153846154
EDC00055,0.6133333333333333
SM000537,0.6109785202863962
COR00551,0.6086956521739131
ITS00332,0.5759656652360515
NW000427,0.5753623188405798
NW000503,0.5737704918032787
NW000448,0.5677799607072691
DC000205,0.566990291262136
ITS00326,0.5663366336633663
NW000434,0.5597826086956522
NW000430,0.5573419078242229
NW000403,0.5525547445255474
DC000229,0.5454545454545454
SM000582,0.5416666666666666
ITS00108,0.5416666666666666
ESI00012,0.5376344086021505
NS000108,0.5333333333333333
EDC00001,0.5314285714285715
SM000561,0.5284280936454849
NW000471,0.5264623955431755
PM000614,0.5207373271889401
NW000494,0.5185185185185185
ENT00045,0.5159817351598174
DC000156,0.5117647058823529
EDC00076,0.5
DC000269,0.5
ENT00015,0.5
DC000166,0.5
SM000571,0.5
EDC00060,0.5
EDC00029,0.49417098445595853
DC000107,0.49406688241639696
DC000206,0.486088379705401
EDC00054,0.48026315789473684
EU000203,0.47619047619047616
DC000108,0.47333333333333333
DC000210,0.46938775510204084
NW000509,0.4618055555555556
NW000405,0.46070626658501734
NDS00033,0.4557823129251701
NW000417,0.4449498604362659
ITS00370,0.4375
DC000216,0.4275491949910555
NW000459,0.4209531013615734
DC000110,0.416289592760181
DC000120,0.4131147540983607
NW000410,0.4128166915052161
NW000424,0.4118564742589704
SM000517,0.4117647058823529
SM000502,0.4085872576177285
DC000113,0.40448569218870845
DC000193,0.4
ESI00025,0.4
DC000111,0.39648173207036536
ITS00343,0.3964737793851718
DC000257,0.3944954128440367
ITS00363,0.39285714285714285
DC000233,0.3901098901098901
DC000109,0.38974358974358975
DC000141,0.38628340897629854
DC000155,0.38467943380516234
DC000117,0.38321167883211676
DC000119,0.3822337962962963
EDC00008,0.35714285714285715
NW000449,0.3518334985133796
DC000129,0.34782608695652173
NW000433,0.3435993572576326
ITS00367,0.34146341463414637
DC000152,0.3386390432878558
ITS00337,0.3333333333333333
DC000194,0.3333333333333333
EDC00051,0.3333333333333333
DC000250,0.32857142857142857
EDC00098,0.32727272727272727
DC000115,0.32612456747404844
ITS00309,0.32558139534883723
ITS00359,0.3195402298850575
NW000476,0.3076923076923077
EDC00025,0.2988929889298893
EDC00003,0.2905982905982906
NDS00028,0.2857142857142857
DC000183,0.2857142857142857
ITS00348,0.2833333333333333
ITS00346,0.28328611898017
DC000128,0.2829006266786034
EU000202,0.2815126050420168
DC000188,0.2814280288644132
COR00552,0.2520775623268698
NW000510,0.25165562913907286
NW000429,0.2502418574653338
EDC00064,0.25
EDC00041,0.25
NW000431,0.24858501245189044
ESI00026,0.2473404255319149
ITS00321,0.2375
EDC00040,0.23076923076923078
ITS00358,0.23070539419087138
ITS00390,0.22727272727272727
NW000412,0.22480926072086294
SM000558,0.22033898305084745
DC000209,0.22015810276679842
DC000236,0.21868583162217659
DC000130,0.21485623003194887
EDC00043,0.2
DC000202,0.19443339960238568
EDC00002,0.1900610287707062
DC000176,0.18765432098765433
EDC00004,0.18333333333333332
NW000473,0.18333333333333332
NW000438,0.18149210903873744
DC000245,0.1781818181818182
NW000414,0.17752540346682605
DC000150,0.17647058823529413
ENT00005,0.17081260364842454
NW000472,0.170182841068917
NW000463,0.16797078768909754
NW000508,0.16596638655462184
ITS00327,0.1649746192893401
DC000222,0.16346153846153846
EDC00026,0.15384615384615385
SM000520,0.14285714285714285
ENT00014,0.13989637305699482
DC000242,0.1384928716904277
DC000180,0.125
DC000133,0.11565369479667686
NW000437,0.11162790697674418
SM000501,0.102803738317757
DC000127,0.10261657652390001
DC000101,0.1014760147601476
DC000163,0.09764918625678119
DC000203,0.09752252252252253
EDC00018,0.09345794392523364
DC000254,0.08333333333333333
DC000198,0.08297320656871218
DC000132,0.06966618287373004
DC000191,0.06738351254480286
SM000562,0.035408745247148286
SM000560,0.0
COR00558,0.0
NDS00039,0.0
EDC00056,0.0
ESI00013,0.0
DC000225,0.0
ESI00018,0.0
DC000102,0.0
NS000102,0.0
NS000106,0.0
COR00550,0.0
EDC00083,0.0
SM000583,0.0
SM000546,0.0
ITS00315,0.0
ESI00046,0.0
EDC00052,0.0
EDC00027,0.0
AP000012,0.0
ITS00104,0.0
ITS00328,0.0
DC000149,0.0
NW000478,0.0
NW000520,0.0
EDC00042,0.0
DC000168,0.0
EU000204,0.0
ITS00372,0.0
DC000185,0.0
DC000145,0.0
ITS00387,0.0
NDS00026,0.0
NDS00031,0.0
DC000105,0.0
TIVMON,0.0
