PRIORITY,ASSIGNED_GROUP,reassign_num
Medium,ENT00039,2.3333333333333335
Low,PM000611,2.3333333333333335
High,DC000139,2.3333333333333335
High,DC000205,2.3333333333333335
Low,ENT00039,2.3076923076923075
High,ITS00381,2.25
High,NW000445,2.1666666666666665
Low,DC000173,2.1666666666666665
High,ITS00341,2.1666666666666665
High,SM000514,2.125
Medium,EDC00030,2.0697674418604652
Low,NW000406,2.066666666666667
Low,NW000517,2.0
Low,ENT00008,2.0
Low,DC000112,2.0
Low,SM000519,2.0
Low,ENT00002,2.0
Medium,ITS00110,2.0
Medium,NW000475,2.0
Low,NW000480,2.0
Low,SM000515,2.0
Low,COR00554,2.0
Low,NW000498,2.0
Medium,NW000521,2.0
Low,ENT00036,2.0
Low,EDC00067,2.0
Medium,ENT00008,2.0
Low,ESI00008,2.0
High,SM000542,2.0
Medium,COR00055,2.0
High,SM000500,2.0
High,NW000489,2.0
High,NW000467,2.0
Low,NS000107,2.0
Low,EDC00014,2.0
Medium,NW000451,2.0
Low,ESI00047,2.0
Low,SM000575,2.0
Low,NW000435,2.0
Low,PM000602,2.0
Medium,NW000442,2.0
Low,NW000469,2.0
High,ESI00047,2.0
High,ENT00039,2.0
High,DC000151,2.0
Low,DC000213,2.0
High,DC000186,2.0
Low,NW000432,2.0
High,DC000198,2.0
High,DC000135,2.0
High,ENT00009,2.0
Medium,EDC00075,2.0
Medium,SM000559,2.0
High,ITS00330,2.0
Medium,DC000170,2.0
High,ESI00012,2.0
Medium,DC000160,2.0
High,EDC00065,2.0
Medium,COR00556,2.0
Medium,ITS00361,2.0
Medium,EDC00065,2.0
Medium,NW000441,2.0
Low,EDC00050,2.0
High,DC000226,2.0
Medium,ITS00354,2.0
Medium,ITS00355,2.0
High,ITS00352,2.0
Medium,ITS00357,2.0
Medium,ITS00312,2.0
High,ESI00011,1.9733333333333334
Medium,SM000512,1.9696969696969697
Medium,ESI00011,1.9621920135938828
Low,COR00559,1.9333333333333333
Low,DC000228,1.8571428571428572
Medium,NW000400,1.8341232227488151
High,NW000400,1.8333333333333333
Low,SM000500,1.8333333333333333
Low,NW000490,1.816326530612245
Medium,PM000611,1.8
Low,DC000211,1.8
High,NW000432,1.8
Low,EDC00066,1.7714285714285714
Low,DC000148,1.75
High,ITS00313,1.75
Medium,ITS00102,1.75
Low,ITS00349,1.75
Low,EDC00075,1.75
High,NW000449,1.7272727272727273
Medium,ITS00377,1.7272727272727273
Medium,NDS00033,1.7222222222222223
High,ITS00343,1.7083333333333333
Low,NW000445,1.7015706806282722
Medium,NW000460,1.6973684210526316
Low,SM000512,1.6857142857142857
Low,ESI00011,1.6845346396081176
Low,ESI00045,1.6818181818181819
High,NW000430,1.68
Low,ITS00378,1.6666666666666667
High,DC000122,1.6666666666666667
Medium,NW000457,1.6666666666666667
Medium,ITS00347,1.6666666666666667
Medium,NW000469,1.6666666666666667
Low,DC000186,1.6666666666666667
Medium,DC000272,1.6666666666666667
High,EDC00095,1.6666666666666667
Medium,NW000443,1.6666666666666667
Low,DC000252,1.6538461538461537
Medium,ITS00374,1.625
Medium,NW000445,1.607843137254902
Low,COR00557,1.6074074074074074
Low,ITS00301,1.6
Medium,NW000484,1.6
Low,ITS00106,1.6
High,DC000237,1.6
Medium,NW000425,1.5833333333333333
Medium,ITS00103,1.5833333333333333
Low,ITS00329,1.5714285714285714
Low,ITS00101,1.5714285714285714
Medium,NW000502,1.5454545454545454
Low,ITS00347,1.5384615384615385
Medium,NW000481,1.5222929936305734
Low,ITS00376,1.5196850393700787
Low,ITS00313,1.508896797153025
High,EDC00098,1.5
Medium,NW000480,1.5
High,DC000128,1.5
High,ITS00340,1.5
High,DC000101,1.5
Low,NW000426,1.5
High,NW000410,1.5
Low,ITS00304,1.5
Low,NSD00018,1.5
Medium,NW000474,1.5
Medium,EDC00048,1.5
Medium,NW000406,1.5
Medium,ITS00373,1.5
High,ITS00322,1.4838709677419355
Low,SM000514,1.4666666666666666
Low,DC000201,1.4545454545454546
Medium,DC000104,1.4285714285714286
Low,EU000206,1.4285714285714286
Medium,NW000409,1.4264705882352942
High,DC000188,1.4210526315789473
High,NW000439,1.4166666666666667
High,DC000113,1.4166666666666667
Medium,DC000122,1.4147727272727273
Low,NW000436,1.4
High,EDC00001,1.4
Low,ITS00379,1.3846153846153846
Medium,ITS00342,1.3814432989690721
Low,NW000439,1.379746835443038
Low,NW000411,1.375
Medium,DC000231,1.375
Low,NS000115,1.372093023255814
Medium,NW000464,1.3529411764705883
Low,SM000585,1.3411764705882352
Medium,NW000509,1.3370786516853932
Low,NW000474,1.3333333333333333
Medium,NW000505,1.3333333333333333
High,DC000191,1.3333333333333333
Low,SM000568,1.3333333333333333
High,DC000120,1.3333333333333333
Low,ESI00052,1.3333333333333333
Medium,ENT00042,1.3333333333333333
High,DC000179,1.3333333333333333
Medium,NW000495,1.3333333333333333
High,NW000434,1.3333333333333333
Medium,SM000532,1.3333333333333333
Medium,COR00557,1.3333333333333333
High,EDC00053,1.3333333333333333
High,EDC00010,1.3333333333333333
Medium,NW000401,1.3061224489795917
Low,ESI00010,1.2857142857142858
Low,ESI00054,1.2857142857142858
High,DC000236,1.2727272727272727
Medium,ITS00322,1.2692307692307692
High,EDC00006,1.2658227848101267
Medium,ITS00380,1.2615384615384615
Medium,ITS00313,1.2571428571428571
Medium,NW000419,1.25
Medium,ITS00101,1.25
Medium,NW000492,1.25
Medium,ITS00109,1.25
High,EU000203,1.25
High,NW000440,1.25
Low,ITS00361,1.25
Low,ENT00042,1.25
Low,SM000532,1.25
Medium,DC000187,1.25
Low,NW000492,1.25
High,ITS00332,1.2444444444444445
Medium,NW000439,1.2413793103448276
Medium,NW000404,1.2323232323232323
Low,NS000116,1.2318840579710144
High,SM000557,1.2307692307692308
Medium,NW000423,1.2244897959183674
Low,DC000121,1.2222222222222223
Low,ITS00312,1.2121212121212122
Medium,NW000461,1.2
Low,NW000456,1.2
Low,ESI00049,1.2
Low,DC000199,1.2
High,NW000481,1.2
High,DC000117,1.2
Low,ITS00356,1.2
Low,NS000101,1.2
Medium,EDC00066,1.2
Low,DC000131,1.188235294117647
Medium,NW000432,1.1875
Low,NW000481,1.1827515400410678
Medium,NS000116,1.1724137931034482
Medium,EDC00089,1.1724137931034482
Low,ITS00335,1.170731707317073
Medium,NW000477,1.1666666666666667
High,NW000488,1.1666666666666667
Low,NW000419,1.1666666666666667
Medium,NW000462,1.1666666666666667
Medium,ITS00348,1.1666666666666667
Low,ITS00377,1.1666666666666667
Medium,COR00551,1.1666666666666667
High,ITS00307,1.1666666666666667
Low,ENT00009,1.1607142857142858
Low,NW000452,1.1542857142857144
Medium,SM000549,1.1538461538461537
Low,ITS00368,1.1527777777777777
Low,NW000440,1.1505376344086022
Medium,NS000115,1.15
Low,DC000122,1.145985401459854
High,DC000156,1.1428571428571428
Low,SM000553,1.1428571428571428
Medium,DC000199,1.1428571428571428
Medium,NW000407,1.1417624521072798
Medium,NW000410,1.139240506329114
Low,EDC00068,1.125
High,ITS00344,1.125
Medium,NW000444,1.1176470588235294
High,NW000433,1.1153846153846154
High,NW000407,1.1111111111111112
High,DC000140,1.1111111111111112
Medium,ITS00329,1.1111111111111112
Medium,DC000229,1.1
Low,NW000447,1.0955882352941178
Medium,NW000447,1.09375
Low,ITS00352,1.09375
Medium,DC000131,1.0909090909090908
High,ITS00306,1.088235294117647
Medium,ITS00376,1.0833333333333333
Medium,EDC00095,1.0833333333333333
High,NW000438,1.0769230769230769
High,NW000403,1.0769230769230769
Medium,DC000118,1.0740740740740742
Medium,NW000428,1.0729166666666667
Low,DC000247,1.0714285714285714
Low,NDS00032,1.0666666666666667
Medium,NW000489,1.0588235294117647
Medium,SM000585,1.0526315789473684
Medium,EDC00006,1.0506329113924051
Low,NW000464,1.050420168067227
Medium,NW000490,1.04
Medium,NW000452,1.0392156862745099
Low,SM000549,1.0294117647058822
Low,ITS00307,1.0277777777777777
High,DC000207,1.0277777777777777
Low,NW000521,1.0263157894736843
Medium,NW000440,1.0260869565217392
Medium,NW000448,1.0093457943925233
Low,ITS00341,1.005703422053232
High,ITS00346,1.0
High,ITS00327,1.0
High,ITS00360,1.0
Low,NDS00038,1.0
Medium,EU000206,1.0
High,NW000461,1.0
High,ITS00362,1.0
Medium,SM000516,1.0
High,ITS00378,1.0
High,NDS00033,1.0
High,NW000404,1.0
Medium,NW000517,1.0
Medium,NW000511,1.0
Low,SM000572,1.0
Medium,ITS00368,1.0
Medium,DC000184,1.0
Medium,ITS00365,1.0
Medium,DC000246,1.0
High,ITS00375,1.0
Medium,ENT00016,1.0
High,ESI00052,1.0
Medium,NS000110,1.0
Low,ITS00365,1.0
Medium,DC000121,1.0
Medium,ENT00003,1.0
Medium,EDC00099,1.0
Medium,SM000561,1.0
High,DC000160,1.0
Medium,DC000217,1.0
Medium,ITS00100,1.0
High,DC000180,1.0
High,DC000190,1.0
High,DC000195,1.0
Low,ITS00336,1.0
High,DC000206,1.0
Medium,ITS00321,1.0
Medium,SM000553,1.0
Low,NDS00009,1.0
Medium,COR00554,1.0
Medium,SM000521,1.0
High,ENT00014,1.0
High,NW000490,1.0
Medium,SM000520,1.0
High,NW000476,1.0
Medium,DC000218,1.0
Low,ESI00014,1.0
Low,PM000613,1.0
Low,NW000519,1.0
Low,NW000515,1.0
Low,DC000160,1.0
Low,DC000161,1.0
Low,NW000505,1.0
Low,DC000175,1.0
High,SM000512,1.0
Low,DC000184,1.0
Low,NW000493,1.0
Low,DC000217,1.0
Low,DC000219,1.0
Low,NW000455,1.0
Low,DC000226,1.0
Low,NW000454,1.0
Low,DC000230,1.0
Medium,ESI00049,1.0
Low,EDC00028,1.0
Low,DC000253,1.0
Low,NW000443,1.0
Low,PCR00001,1.0
Low,NW000502,1.0
Medium,DC000193,1.0
Low,CHNGMGMT,1.0
Medium,ITS00336,1.0
High,SM000558,1.0
High,SM000568,1.0
Low,AP000011,1.0
High,SM000537,1.0
High,SM000516,1.0
Low,CG4TECH,1.0
Low,ENT00040,1.0
Low,COR00055,1.0
Low,ENT00017,1.0
Low,ENT00016,1.0
Medium,ESI00010,1.0
Medium,ITS00341,0.9926829268292683
High,NW000405,0.9878048780487805
Low,ITS00375,0.98
Medium,NW000508,0.967741935483871
Medium,SM000502,0.9659863945578231
Low,EDC00074,0.9655172413793104
High,DC000107,0.9629629629629629
Medium,ITS00381,0.9626865671641791
High,NW000464,0.9615384615384616
Medium,DC000176,0.9384615384615385
Medium,DC000223,0.9354838709677419
Low,NW000423,0.9333333333333333
Low,NW000420,0.9328358208955224
Medium,EDC00010,0.9315068493150684
Medium,DC000147,0.926829268292683
Medium,PM000614,0.926829268292683
Medium,DC000139,0.9245283018867925
Low,ITS00331,0.9210526315789473
Low,ITS00353,0.9195402298850575
Low,SM000557,0.9195402298850575
High,DC000115,0.9178082191780822
Low,NW000425,0.9166666666666666
Medium,DC000201,0.9166666666666666
Low,NW000444,0.9107142857142857
Low,NW000450,0.9106529209621993
High,EDC00021,0.9
Medium,DC000249,0.9
High,DC000209,0.9
Low,NW000413,0.8977272727272727
Low,NW000453,0.8974358974358975
Low,NW000401,0.8913043478260869
High,NW000448,0.8888888888888888
High,NW000444,0.8888888888888888
Medium,ENT00045,0.8888888888888888
Low,NW000451,0.8888888888888888
High,DC000200,0.8888888888888888
High,NW000447,0.8888888888888888
Low,ENT00006,0.8837209302325582
Medium,ITS00360,0.8823529411764706
Medium,NW000449,0.879746835443038
Low,NW000446,0.8771929824561403
Medium,NW000446,0.875
Medium,SM000582,0.875
Low,ITS00322,0.8738229755178908
Low,NW000400,0.8696808510638298
Medium,NW000483,0.8666666666666667
Medium,DC000156,0.865546218487395
Low,ITS00308,0.8592592592592593
Low,ITS00374,0.8571428571428571
Medium,ITS00304,0.8571428571428571
Low,DC000223,0.8532110091743119
Medium,NW000427,0.8492307692307692
Medium,EDC00002,0.8387096774193549
Medium,ITS00308,0.8333333333333334
Low,DC000125,0.8333333333333334
Medium,EDC00008,0.8333333333333334
Low,DC000224,0.8333333333333334
High,DC000178,0.8333333333333334
High,DC000119,0.8275862068965517
Low,NW000408,0.8264840182648402
Medium,NW000486,0.8260869565217391
Medium,ITS00352,0.8260869565217391
Low,ITS00360,0.8225806451612904
Medium,DC000263,0.8191489361702128
Medium,DC000245,0.8181818181818182
Low,NW000404,0.8150572831423896
Medium,NW000503,0.8133333333333334
Low,DC000178,0.8128342245989305
Low,EDC00030,0.8117647058823529
Low,NW000477,0.8074534161490683
Low,DC000242,0.8055555555555556
Low,EDC00065,0.8
High,DC000202,0.8
Low,ITS00362,0.8
Low,ITS00332,0.798728813559322
High,NW000417,0.7945205479452054
Low,NW000488,0.7926829268292683
Low,ITS00340,0.7864077669902912
High,NW000453,0.7857142857142857
Medium,ITS00306,0.7781818181818182
Low,ESI00043,0.7777777777777778
Low,DC000134,0.7754010695187166
Low,EDC00095,0.7745454545454545
Medium,EDC00021,0.7727272727272727
Medium,EDC00001,0.7692307692307693
Low,ITS00367,0.7692307692307693
Low,EDC00031,0.7692307692307693
Low,DC000207,0.7578947368421053
Low,DC000204,0.7546296296296297
Low,EDC00024,0.7531645569620253
Low,EDC00006,0.7519607843137255
Low,ITS00330,0.75
Medium,ITS00362,0.75
Medium,EDC00026,0.75
Medium,DC000179,0.75
High,DC000210,0.75
Low,DC000246,0.75
High,ITS00108,0.75
High,DC000223,0.75
Medium,DC000191,0.75
Medium,ITS00345,0.7483443708609272
Medium,DC000221,0.7457627118644068
Medium,ITS00325,0.7419354838709677
Low,DC000135,0.7365269461077845
Medium,DC000248,0.7333333333333333
Low,NW000409,0.7328843995510662
Medium,SM000557,0.7307692307692307
Low,ITS00325,0.7235023041474654
Medium,DC000253,0.717948717948718
Medium,ITS00379,0.7142857142857143
Low,ENT00003,0.7142857142857143
High,DC000109,0.7142857142857143
Medium,NW000408,0.7117117117117117
Low,DC000140,0.7115384615384616
Medium,DC000252,0.7083333333333334
Medium,DC000198,0.7076923076923077
Low,ITS00342,0.7071428571428572
Low,EDC00062,0.7027027027027027
Medium,COR00553,0.7021276595744681
Medium,DC000224,0.7008547008547008
Low,EDC00005,0.7
Low,DC000190,0.7
Low,ITS00357,0.7
Low,DC000237,0.6993464052287581
Medium,NW000413,0.6985294117647058
Medium,ITS00344,0.697986577181208
Low,ESI00028,0.6973684210526315
Medium,NW000453,0.6956521739130435
High,NW000412,0.6923076923076923
Medium,DC000262,0.6923076923076923
Medium,DC000195,0.6901408450704225
Low,EDC00009,0.6853146853146853
Low,DC000262,0.6836734693877551
Medium,NW000420,0.6826923076923077
Medium,DC000203,0.6809651474530831
Low,DC000200,0.6804435483870968
Low,DC000263,0.6770186335403726
Medium,SM000537,0.673469387755102
Medium,EDC00024,0.6727272727272727
Medium,ITS00340,0.6698564593301436
Low,NW000407,0.66723259762309
Medium,DC000183,0.6666666666666666
High,SM000502,0.6666666666666666
High,EDC00089,0.6666666666666666
Medium,DC000230,0.6666666666666666
Medium,ITS00301,0.6666666666666666
Low,NW000507,0.6666666666666666
Low,DC000195,0.6515151515151515
Medium,NW000405,0.6514522821576764
Low,DC000206,0.6439393939393939
Medium,ITS00330,0.6428571428571429
Low,DC000205,0.642791551882461
Low,EDC00053,0.64
High,DC000203,0.64
Medium,DC000140,0.6396396396396397
Medium,EDC00053,0.6373056994818653
Medium,ITS00353,0.6363636363636364
Low,ITS00380,0.627059843885516
Low,DC000123,0.625
Low,SM000559,0.625
Medium,DC000123,0.625
Medium,ITS00349,0.625
Low,EDC00010,0.6221033868092691
Low,COR00553,0.6174863387978142
Medium,NW000450,0.6163522012578616
Low,ITS00306,0.6049107142857143
Medium,ESI00028,0.6016260162601627
Medium,DC000108,0.6010928961748634
High,DC000108,0.6
Low,SM000571,0.6
High,DC000133,0.6
Low,ITS00370,0.6
High,ITS00383,0.6
Low,DC000221,0.5937940761636107
Low,EDC00089,0.5882352941176471
Low,EDC00055,0.5862068965517241
Medium,EDC00054,0.5853658536585366
Low,NW000430,0.582901554404145
Low,NW000471,0.5817490494296578
Low,ITS00346,0.5813953488372093
Low,EDC00021,0.5799086757990868
Medium,EDC00055,0.5777777777777777
Medium,DC000133,0.5775862068965517
Medium,NW000434,0.5769230769230769
Low,NW000428,0.5766423357664233
Low,SM000537,0.5740740740740741
Low,NW000461,0.5714285714285714
High,NW000503,0.5714285714285714
Low,ESI00025,0.5714285714285714
Medium,DC000119,0.5711711711711712
Medium,ITS00326,0.5691056910569106
Medium,DC000247,0.5666666666666667
Low,NW000489,0.5660377358490566
Low,NS000108,0.5652173913043478
Medium,DC000210,0.5628415300546448
Low,NW000483,0.5614035087719298
Medium,DC000129,0.5611510791366906
Low,NW000494,0.56
Medium,NW000488,0.5573770491803278
High,NW000450,0.5555555555555556
Medium,DC000178,0.5544554455445545
Low,NW000459,0.5506780870806567
Low,NW000434,0.549520766773163
Medium,NW000403,0.5484147386461011
Low,ITS00344,0.5459770114942529
Medium,ESI00012,0.5454545454545454
Medium,NW000438,0.5452127659574468
Medium,NW000417,0.5438121047877146
Medium,ITS00108,0.5432098765432098
Medium,DC000135,0.5425531914893617
Medium,DC000237,0.5395348837209303
Low,DC000179,0.538961038961039
Medium,NS000108,0.5384615384615384
Low,NW000403,0.5378040762656148
Low,ITS00381,0.5361216730038023
High,DC000110,0.5333333333333333
Medium,DC000155,0.5307224848075625
Low,ITS00326,0.5278514588859416
Low,DC000257,0.5277777777777778
Medium,ESI00026,0.5272727272727272
Low,ITS00108,0.5254237288135594
Low,DC000139,0.5247524752475248
Medium,DC000134,0.5245901639344263
Low,ESI00012,0.5185185185185185
High,NW000459,0.5181347150259067
High,EDC00029,0.5147058823529411
High,DC000111,0.5142857142857142
Low,NW000503,0.5113043478260869
Low,DC000147,0.5066666666666667
Medium,EDC00005,0.5
Medium,DC000163,0.5
Medium,ENT00009,0.5
Medium,EDC00041,0.5
Medium,EDC00043,0.5
Medium,DC000148,0.5
Medium,DC000269,0.5
Low,ENT00045,0.5
Low,COR00556,0.5
Medium,ITS00363,0.5
Medium,ITS00338,0.5
Low,ITS00302,0.5
Low,ENT00015,0.5
Low,EDC00076,0.5
Low,EDC00060,0.5
Medium,ITS00335,0.5
Low,DC000170,0.5
Low,DC000166,0.5
Low,ITS00373,0.5
High,NW000428,0.5
High,NW000409,0.5
High,ITS00358,0.5
Medium,SM000513,0.5
High,ITS00325,0.5
High,ENT00045,0.5
High,ENT00006,0.5
High,EDC00054,0.5
High,DC000130,0.5
Low,EDC00029,0.4993849938499385
Low,DC000117,0.49888641425389757
Medium,DC000236,0.49122807017543857
Medium,ENT00005,0.4895833333333333
Medium,ITS00375,0.4868421052631579
Medium,EDC00029,0.4856711915535445
Medium,ITS00343,0.4846938775510204
Medium,NW000430,0.4846743295019157
High,NW000420,0.4772727272727273
Low,DC000229,0.47435897435897434
Low,NW000486,0.47368421052631576
Low,DC000120,0.47297297297297297
Low,DC000248,0.4722222222222222
High,DC000216,0.47058823529411764
Medium,NW000433,0.4604135148764498
Low,DC000250,0.4583333333333333
Low,EDC00001,0.4583333333333333
Medium,ITS00309,0.4583333333333333
Low,DC000110,0.45549738219895286
Low,DC000216,0.45461978740801307
Low,EU000203,0.450261780104712
Medium,DC000113,0.44952380952380955
High,NW000452,0.4444444444444444
Low,ITS00345,0.4444444444444444
Medium,DC000115,0.4421553090332805
High,SM000562,0.4411764705882353
High,NW000414,0.4405940594059406
Low,EDC00054,0.44036697247706424
Low,NW000448,0.4402035623409669
Medium,NW000424,0.44
Low,DC000141,0.43931795386158473
Low,SM000517,0.4375
Medium,NW000456,0.42857142857142855
Low,PM000614,0.42613636363636365
Medium,ITS00307,0.4224137931034483
Low,DC000111,0.4196642685851319
Medium,DC000209,0.4194312796208531
Low,DC000210,0.4173027989821883
Medium,EU000203,0.4142857142857143
Low,COR00551,0.4117647058823529
High,DC000152,0.4084507042253521
Medium,EDC00031,0.40625
Medium,DC000107,0.40198511166253104
High,EDC00031,0.4
Medium,EDC00003,0.4
Medium,EDC00009,0.4
High,NW000431,0.3989071038251366
Low,DC000109,0.3983050847457627
Medium,DC000216,0.39357429718875503
Medium,DC000200,0.3870967741935484
Low,DC000107,0.3867403314917127
Medium,ITS00390,0.38461538461538464
Medium,DC000128,0.3811881188118812
Medium,DC000125,0.38095238095238093
Medium,DC000110,0.3771186440677966
Low,DC000156,0.376657824933687
Medium,NW000471,0.375
Low,SM000582,0.375
Medium,DC000205,0.3730684326710817
Medium,NW000429,0.3713646532438479
Low,NW000424,0.3686440677966102
Low,DC000108,0.3684210526315789
Medium,DC000188,0.3682983682983683
Medium,ITS00332,0.36728395061728397
Low,NW000410,0.363780778395552
Low,DC000152,0.36051637279596976
Low,DC000194,0.36
Low,NW000460,0.3584905660377358
Low,NW000417,0.3553750966744006
Low,ITS00363,0.35294117647058826
Medium,DC000111,0.34843205574912894
Low,SM000561,0.3474178403755869
Medium,EDC00098,0.34615384615384615
Low,SM000502,0.3446676970633694
Low,ITS00358,0.3435700575815739
Medium,DC000141,0.3432657926102503
Medium,ITS00359,0.34306569343065696
Medium,DC000109,0.34285714285714286
Low,DC000119,0.3412256267409471
Low,NW000427,0.34036144578313254
Low,DC000113,0.3400537634408602
Medium,DC000120,0.33766233766233766
Medium,ITS00337,0.3333333333333333
Medium,ITS00383,0.3333333333333333
High,COR00552,0.3333333333333333
Low,NW000457,0.3333333333333333
High,DC000201,0.3333333333333333
Low,NW000484,0.3333333333333333
Low,EDC00051,0.3333333333333333
High,ITS00342,0.3333333333333333
Low,EDC00064,0.3333333333333333
Low,DC000104,0.3333333333333333
Low,ITS00337,0.3333333333333333
High,SM000561,0.3333333333333333
Low,ITS00110,0.3333333333333333
Medium,DC000257,0.3287671232876712
Medium,NW000510,0.32608695652173914
Medium,DC000130,0.3234567901234568
Low,EDC00040,0.3225806451612903
Low,NW000405,0.3184492904119072
Low,ITS00359,0.3150684931506849
Medium,EDC00025,0.315018315018315
Medium,ENT00006,0.3125
High,DC000127,0.3125
Medium,DC000202,0.3060897435897436
Medium,NW000476,0.30434782608695654
Low,ITS00309,0.3024390243902439
Low,NW000509,0.30184804928131415
High,NW000429,0.3013698630136986
Medium,DC000204,0.3007518796992481
Low,DC000222,0.3
Low,ITS00343,0.298841059602649
Low,COR00552,0.2974910394265233
Low,DC000129,0.29739776951672864
Medium,DC000152,0.294411828658404
Medium,ITS00370,0.29411764705882354
Medium,EU000202,0.29310344827586204
Medium,NW000412,0.2906057945566286
Low,DC000249,0.2903225806451613
Medium,DC000117,0.28885400313971743
Low,NDS00028,0.2857142857142857
High,NW000413,0.2857142857142857
Low,EDC00003,0.28440366972477066
Low,EDC00025,0.2840909090909091
Low,NW000431,0.2809550249861188
Low,EU000202,0.2808988764044944
Low,NW000476,0.27906976744186046
Low,NDS00033,0.2734375
Medium,NW000414,0.2733739837398374
High,DC000141,0.272108843537415
Low,DC000233,0.27167630057803466
Low,DC000115,0.2684706597750076
Medium,DC000180,0.26666666666666666
Medium,DC000132,0.2652582159624413
Medium,NW000463,0.2631578947368421
Low,EDC00098,0.2625
Low,EDC00004,0.2619047619047619
Medium,DC000250,0.2608695652173913
Low,DC000128,0.25848849945235486
Medium,NW000459,0.25425207152202356
High,NW000408,0.25
Low,DC000118,0.25
Medium,SM000558,0.25
Medium,DC000194,0.25
Low,EDC00008,0.24489795918367346
Low,DC000188,0.24422899353647276
High,NW000427,0.24242424242424243
Medium,ITS00331,0.2413793103448276
Medium,DC000207,0.2345360824742268
Low,NW000449,0.23452380952380952
Low,DC000183,0.23255813953488372
Low,NW000429,0.22781867493219682
Low,ITS00321,0.22044728434504793
Low,NW000510,0.21904761904761905
Low,EDC00041,0.21875
Medium,NW000431,0.21331689272503082
Low,NW000412,0.21030510585305107
Low,DC000150,0.20689655172413793
High,ESI00026,0.2
Medium,DC000190,0.2
High,EDC00025,0.2
High,NW000424,0.2
Medium,ENT00014,0.2
Low,ESI00026,0.19934640522875818
Medium,NW000472,0.19907407407407407
Low,NW000433,0.19768115942028985
Low,NW000473,0.19721115537848605
Low,DC000130,0.1930243669374104
Low,ITS00348,0.18518518518518517
Medium,ITS00346,0.18421052631578946
Medium,ITS00327,0.1829787234042553
Medium,DC000228,0.18181818181818182
Low,SM000558,0.1796875
Low,DC000209,0.17683508102955195
Medium,NW000437,0.17647058823529413
Low,EDC00002,0.17219730941704037
Medium,DC000127,0.16832779623477298
Low,ENT00005,0.1614307931570762
Low,NW000472,0.15853658536585366
High,DC000129,0.15384615384615385
Low,DC000236,0.15297805642633228
Low,DC000155,0.1499185225420967
Medium,EDC00040,0.14705882352941177
Medium,ITS00367,0.14285714285714285
Low,DC000202,0.14281850148769273
Low,NW000438,0.14236751911415765
Medium,NW000473,0.13924050632911392
Low,NW000414,0.13905557004956953
Medium,DC000101,0.13803680981595093
Medium,ITS00358,0.1373134328358209
Medium,DC000222,0.13095238095238096
Medium,DC000254,0.125
High,DC000132,0.11764705882352941
Low,ENT00014,0.11731843575418995
Low,DC000245,0.11406844106463879
High,NW000463,0.1111111111111111
Low,NW000463,0.11045531197301856
Low,NW000508,0.1101123595505618
Low,NW000437,0.10606060606060606
Low,ITS00327,0.10457516339869281
Low,SM000501,0.10309278350515463
Medium,SM000501,0.1
Low,EDC00018,0.09345794392523364
Low,DC000127,0.09202971968929416
High,ENT00005,0.09090909090909091
Low,DC000163,0.09023941068139964
Low,DC000133,0.08920730298128034
Medium,DC000206,0.0797872340425532
Low,DC000203,0.07963163596966413
Medium,COR00552,0.07894736842105263
