PRIORITY,ASSIGNED_GROUP,reassign_num
Medium,DC000249,24
Low,DC000233,24
Medium,NW000446,23
Medium,DC000178,23
Medium,DC000147,23
Medium,DC000101,22
Medium,ITS00353,22
Medium,NW000423,22
Low,DC000198,22
Low,DC000195,22
Low,ITS00335,22
High,ITS00322,22
Low,NDS00033,22
High,DC000141,22
Low,NW000444,21
Low,ITS00329,21
Low,NW000492,21
Medium,ITS00327,21
Low,DC000224,21
Low,SM000549,21
Medium,DC000198,21
Low,ENT00006,20
Medium,COR00553,20
Low,ITS00360,20
Low,NW000510,20
High,NW000407,20
High,NW000430,20
Low,NW000508,19
Medium,NS000116,19
Medium,ITS00359,19
Low,ESI00045,19
Low,ITS00330,19
Medium,NW000488,19
Medium,PM000614,19
Medium,SM000586,19
High,ITS00332,19
Low,DC000191,19
High,ITS00340,19
High,ITS00306,19
Medium,DC000252,18
Medium,EDC00055,18
Medium,NW000434,18
Medium,NW000489,18
Medium,DC000257,18
Medium,DC000134,18
Medium,DC000195,17
Medium,NW000426,17
Low,NW000437,17
High,DC000113,17
Medium,ITS00313,17
Medium,DC000109,17
Medium,EU000203,16
Medium,DC000118,16
Medium,DC000123,16
Low,NW000419,16
Low,ITS00331,16
High,ITS00343,16
Medium,NW000508,16
Medium,EDC00054,16
Low,ENT00042,16
Medium,EDC00021,16
Medium,ITS00329,16
Medium,DC000186,16
Low,ITS00108,15
Low,COR00559,15
Low,EDC00062,15
Medium,ITS00108,15
Low,NW000406,15
Medium,NDS00033,15
Medium,DC000253,15
Medium,SM000562,15
Low,DC000257,15
Medium,NW000473,15
High,NW000412,15
Medium,EDC00031,14
Low,NW000483,14
High,EDC00029,14
Medium,NW000461,14
Low,DC000245,14
Medium,NS000115,14
Low,ENT00014,14
Medium,ITS00374,13
Low,ITS00338,13
High,DC000140,13
Low,NW000426,13
Low,DC000201,13
Low,NS000101,13
Low,EDC00074,13
High,NW000433,13
High,ITS00344,13
Medium,SM000557,13
Low,SM000586,13
Low,DC000229,13
Medium,EDC00002,13
Low,DC000252,13
Medium,ITS00375,13
Medium,DC000262,13
High,ITS00341,13
Low,SM000514,12
High,NW000464,12
High,SM000557,12
Medium,ESI00026,12
Low,NW000460,12
High,NW000420,12
High,DC000119,12
Medium,ITS00330,12
High,DC000200,12
Low,NW000489,12
Low,DC000190,12
Low,ITS00101,11
Low,EDC00055,11
Low,NS000108,11
High,NW000429,11
Medium,DC000201,11
Medium,EDC00001,11
Medium,NW000510,11
Medium,DC000131,11
Low,DC000228,11
Low,ENT00039,11
Low,DC000248,11
Low,DC000123,11
Medium,NW000502,11
Medium,NW000476,11
Low,SM000558,11
Low,SM000517,10
Medium,NS000101,10
Low,NW000494,10
High,ITS00352,10
Medium,SM000514,10
Medium,NW000419,10
Medium,SM000549,10
Low,ITS00327,10
High,DC000111,10
Medium,ITS00309,10
High,DC000236,10
Low,DC000253,10
High,NW000439,10
Low,ITS00374,10
Medium,SM000558,10
Medium,NW000486,10
Low,ITS00347,10
Medium,DC000250,9
Medium,DC000247,9
Medium,DC000222,9
Low,EDC00018,9
Medium,ITS00377,9
Medium,ITS00103,9
Low,NW000436,9
Low,ITS00377,9
Medium,NW000432,9
Medium,EU000202,9
Low,NW000432,9
Medium,DC000233,8
Medium,DC000246,8
Low,EDC00098,8
High,SM000514,8
Medium,DC000242,8
Low,ITS00304,8
High,DC000156,8
Low,EDC00040,8
High,EDC00030,8
Low,NDS00032,8
Medium,DC000206,8
Low,DC000246,8
Low,ITS00348,8
Low,ITS00379,8
Low,DC000183,8
Medium,NS000108,8
Medium,ITS00101,7
Low,DC000176,7
High,EU000203,7
Low,EDC00068,7
Low,NW000461,7
Medium,COR00557,7
Medium,DC000272,7
Low,SM000501,7
High,DC000203,7
Low,DC000249,7
High,NW000440,7
High,DC000117,7
Low,EDC00041,7
Low,EU000206,7
Low,DC000194,7
High,DC000108,7
Medium,ITS00360,7
High,NW000449,7
Low,DC000247,6
Low,EDC00008,6
Medium,DC000199,6
Medium,ITS00321,6
Medium,DC000245,6
Medium,NW000462,6
Medium,NW000483,6
Medium,DC000125,6
High,SM000562,6
High,NW000453,6
Low,NW000476,6
High,DC000237,6
Low,SM000553,6
High,DC000133,6
Low,DC000125,6
High,ITS00308,6
Low,DC000173,6
Low,NW000411,6
Low,NW000425,6
Low,ESI00043,6
Medium,NW000425,6
Low,DC000150,6
Low,SM000568,6
Medium,NW000484,6
Medium,EDC00075,6
Low,ENT00003,6
High,NW000438,6
Low,COR00551,6
Medium,NW000521,6
Low,NW000505,6
Low,ESI00010,6
Low,DC000101,6
High,DC000210,5
High,DC000179,5
High,NW000445,5
High,NW000427,5
High,NW000428,5
Medium,DC000231,5
Low,SM000559,5
High,NW000401,5
Low,SM000500,5
High,DC000209,5
High,NW000481,5
Low,ITS00370,5
Medium,ITS00347,5
Low,NW000423,5
Medium,ENT00006,5
Medium,ENT00045,5
Low,DC000199,5
Medium,ESI00012,5
Medium,NW000474,5
Medium,ITS00304,5
Medium,EDC00098,5
Medium,ITS00312,5
Low,DC000250,5
Low,EDC00004,5
Low,ITS00103,5
Medium,ITS00331,5
Low,ESI00054,5
High,EDC00010,5
Low,DC000211,5
Medium,EDC00040,5
High,SM000558,5
Medium,NW000477,5
Medium,EDC00066,5
High,ITS00326,5
Medium,EDC00003,5
High,NW000450,4
Medium,ITS00348,4
Medium,NW000457,4
Medium,ITS00378,4
Low,ITS00361,4
High,DC000110,4
Medium,DC000104,4
Low,NW000456,4
High,DC000221,4
Low,EDC00005,4
Medium,DC000163,4
Medium,SM000515,4
High,ESI00028,4
High,NW000444,4
Low,ITS00301,4
High,NW000400,4
Low,ITS00106,4
Low,NW000480,4
High,NW000448,4
Medium,COR00552,4
Medium,ITS00102,4
High,DC000147,4
Low,DC000148,4
High,DC000216,4
Medium,NW000492,4
Low,DC000180,4
Low,DC000121,4
Low,DC000186,4
Low,DC000222,4
High,NW000503,4
High,EDC00001,4
High,ITS00307,4
High,NW000432,4
High,DC000109,4
Low,SM000582,4
Low,ITS00378,4
Medium,ITS00390,4
High,NW000408,3
Medium,ITS00362,3
Medium,ITS00379,3
Medium,DC000183,3
Medium,ITS00349,3
Medium,ITS00368,3
High,EDC00095,3
Medium,ITS00335,3
High,DC000223,3
Medium,DC000187,3
High,ESI00026,3
High,ITS00108,3
High,ITS00383,3
Medium,ITS00109,3
High,ITS00381,3
High,DC000205,3
Medium,ESI00045,3
High,EDC00021,3
High,ITS00313,3
Medium,DC000229,3
High,ITS00345,3
Medium,EDC00008,3
Medium,NW000437,3
Medium,ITS00363,3
High,DC000122,3
High,DC000178,3
Medium,SM000532,3
Medium,ITS00367,3
Low,SM000532,3
High,DC000139,3
Low,EDC00014,3
Low,ITS00349,3
Low,ITS00362,3
Low,ITS00367,3
High,SM000512,3
High,DC000130,3
Low,NW000504,3
Low,NW000495,3
Low,NW000486,3
Medium,NW000480,3
Low,NS000117,3
Low,NW000462,3
Low,NW000451,3
Medium,NW000505,3
Medium,NW000495,3
Low,ESI00052,3
Low,NW000443,3
High,NW000452,3
Medium,NW000443,3
Medium,COR00551,3
High,NW000426,3
Medium,SM000582,3
Low,EDC00075,3
Medium,DC000148,3
High,NW000434,3
Medium,COR00554,3
High,NW000410,3
Medium,NW000406,2
Low,DC000217,2
Low,DC000143,2
Low,ENT00007,2
High,EDC00031,2
Low,NDS00028,2
Medium,ITS00370,2
Medium,ESI00043,2
Medium,SM000568,2
Low,NSD00018,2
Low,NW000402,2
High,DC000120,2
Low,DC000166,2
Medium,ENT00042,2
Low,DC000218,2
Medium,ENT00039,2
Medium,ENT00016,2
Medium,ENT00014,2
Low,DC000187,2
High,DC000101,2
High,ENT00014,2
Low,DC000219,2
Medium,ITS00100,2
Low,ITS00373,2
Low,EDC00065,2
Low,EDC00064,2
High,EDC00053,2
Low,ESI00025,2
Low,ITS00102,2
Low,EDC00051,2
Low,ESI00019,2
High,EDC00098,2
Low,EDC00048,2
Low,ESI00014,2
Medium,SM000513,2
Medium,DC000173,2
Low,ITS00357,2
Low,ITS00363,2
Medium,ITS00301,2
Medium,ITS00110,2
Low,ENT00016,2
High,EDC00089,2
Medium,ITS00357,2
High,EDC00066,2
Medium,PM000611,2
Low,ITS00356,2
High,DC000191,2
Low,SDATIER1,2
High,NW000447,2
High,DC000198,2
High,DC000129,2
Medium,NW000469,2
Medium,NW000467,2
High,SM000502,2
Medium,DC000194,2
High,DC000135,2
High,NW000461,2
Low,PM000611,2
Medium,NW000456,2
High,ITS00325,2
Medium,NW000455,2
Medium,DC000230,2
High,NW000489,2
Low,SM000513,2
Low,SM000515,2
High,NW000488,2
Medium,NW000451,2
High,ITS00358,2
High,NW000469,2
High,ITS00376,2
High,SM000542,2
High,ITS00374,2
High,ITS00327,2
High,DC000127,2
Medium,EDC00041,2
Low,DC000104,2
High,DC000125,2
High,NW000413,2
Low,NW000474,2
Medium,EDC00026,2
Medium,DC000180,2
High,ITS00331,2
Low,COR00554,2
Low,DC000118,2
Low,CHNGMGMT,2
Medium,NW000411,2
High,DC000195,2
Medium,EDC00048,2
Low,CG4TECH,2
Low,DC000114,2
High,EDC00055,1
High,DC000190,1
High,DC000180,1
High,DC000160,1
Medium,ITS00373,1
Medium,NW000442,1
High,DC000201,1
High,DC000186,1
Medium,SM000553,1
Medium,NW000441,1
Medium,ITS00371,1
High,EDC00054,1
Medium,SM000559,1
High,EDC00008,1
High,DC000151,1
Medium,ITS00383,1
Medium,NW000498,1
High,DC000121,1
High,EDC00025,1
High,DC000245,1
Medium,NW000511,1
Medium,NW000514,1
Medium,NW000517,1
Medium,NW000475,1
Medium,NW000519,1
High,DC000128,1
High,DC000226,1
Medium,PM000613,1
High,DC000132,1
Medium,NS000110,1
Medium,SM000501,1
Medium,SM000516,1
Medium,SM000520,1
Medium,SM000521,1
Medium,SM000541,1
Low,ENT00002,1
Medium,DC000184,1
Medium,ITS00365,1
Low,AP000011,1
Low,NW000422,1
Low,DC000161,1
Low,DC000160,1
Low,DC000159,1
Low,DC000146,1
Low,NW000435,1
Low,NW000441,1
Low,DC000112,1
Low,COR00556,1
Low,NW000454,1
Low,NW000455,1
Low,NW000457,1
Low,COR00055,1
Low,NW000469,1
High,SM000568,1
Low,DC000175,1
High,SM000561,1
Low,NW000484,1
High,SM000537,1
Low,NW000493,1
Low,NW000498,1
Low,NW000502,1
High,SM000516,1
Low,NW000507,1
Low,NW000515,1
Low,NW000517,1
Low,NW000519,1
High,SM000500,1
Low,PCR00001,1
Low,PM000602,1
Low,DC000170,1
Low,DC000184,1
Medium,ITS00361,1
Low,ITS00302,1
Low,EDC00096,1
Low,ENT00008,1
Low,EDC00076,1
Low,ENT00015,1
Low,ENT00017,1
Low,ENT00023,1
Low,ENT00036,1
Low,ENT00040,1
Low,ESI00008,1
Low,EDC00067,1
Low,ESI00042,1
Low,ESI00047,1
Low,EDC00060,1
Low,ITS00110,1
Low,EDC00050,1
Low,NS000107,1
Low,EDC00028,1
Low,EDC00026,1
Low,EDC00023,1
Low,ITS00336,1
Low,ITS00337,1
Low,DC000254,1
Low,ITS00351,1
Low,DC000230,1
Low,ITS00365,1
Low,DC000226,1
Low,ITS00383,1
Low,NDS00009,1
Low,DC000213,1
Low,NDS00038,1
Low,PM000613,1
High,NW000490,1
Low,SM000519,1
High,ITS00301,1
Medium,EDC00005,1
Medium,EDC00009,1
High,ITS00330,1
Medium,EDC00043,1
Medium,EDC00065,1
High,ITS00312,1
Medium,EDC00099,1
Medium,ENT00003,1
Medium,ENT00008,1
Medium,ENT00009,1
Medium,ESI00010,1
Medium,ESI00049,1
Medium,EU000206,1
Medium,ITS00302,1
High,ESI00052,1
High,NW000480,1
High,ESI00047,1
High,ESI00012,1
Medium,ITS00336,1
Medium,ITS00337,1
Medium,ITS00338,1
High,ENT00045,1
High,ENT00039,1
High,ENT00009,1
High,ENT00006,1
High,ENT00005,1
Medium,ITS00350,1
Medium,ITS00354,1
Medium,ITS00355,1
High,EDC00065,1
Medium,DC000269,1
Medium,DC000254,1
High,ITS00342,1
Medium,DC000228,1
High,NW000476,1
High,NW000467,1
Low,SM000571,1
Low,SM000572,1
Low,SM000575,1
Low,SM000580,1
Medium,COR00055,1
High,NW000463,1
Medium,COR00556,1
Medium,COR00559,1
Medium,DC000121,1
High,NW000424,1
High,NW000409,1
Medium,DC000160,1
Medium,DC000170,1
High,NW000404,1
Medium,DC000190,1
High,NS000116,1
Medium,DC000193,1
Medium,DC000196,1
High,NDS00033,1
High,ITS00378,1
High,ITS00375,1
High,ITS00362,1
High,ITS00360,1
Medium,DC000217,1
Medium,DC000218,1
High,ITS00347,1
High,ITS00346,1
High,COR00552,1
