PRIORITY,ASSIGNED_GROUP,reassign_num
Medium,NW000489,1.0588235294117647
Low,NW000430,1.0535714285714286
Medium,SM000585,1.0526315789473684
Low,NW000448,1.0520833333333333
Low,NW000464,1.050420168067227
Low,ITS00346,1.0416666666666667
High,NW000405,1.0416666666666667
Medium,EDC00006,1.0412698412698413
Medium,NW000452,1.0392156862745099
Low,NW000447,1.0373831775700935
High,ITS00306,1.0344827586206897
Low,SM000549,1.0294117647058822
Medium,NW000448,1.0285714285714285
Medium,NW000440,1.0260869565217392
Low,EDC00009,1.0163934426229508
Low,NW000420,1.00990099009901
Low,EDC00010,1.0033003300330032
High,SM000516,1.0
Medium,DC000148,1.0
High,ESI00052,1.0
Low,NDS00038,1.0
Low,NW000519,1.0
Low,NDS00009,1.0
Low,NW000456,1.0
High,ENT00014,1.0
Low,PCR00001,1.0
Low,DC000160,1.0
Low,DC000161,1.0
Low,AP000011,1.0
High,SM000568,1.0
Low,PM000613,1.0
Low,ITS00365,1.0
Low,CG4TECH,1.0
High,NW000461,1.0
High,ITS00378,1.0
Medium,ITS00100,1.0
Low,DC000170,1.0
Medium,ITS00321,1.0
Low,DC000175,1.0
High,ITS00362,1.0
High,NW000490,1.0
Low,COR00055,1.0
Low,NW000515,1.0
High,NDS00033,1.0
Low,NW000484,1.0
Medium,EDC00099,1.0
Low,ITS00336,1.0
Low,NW000454,1.0
Low,NW000443,1.0
Medium,COR00554,1.0
Low,SM000572,1.0
High,ITS00375,1.0
Medium,EU000206,1.0
High,NW000476,1.0
Medium,ESI00049,1.0
Medium,ESI00010,1.0
Medium,ITS00365,1.0
Medium,ITS00368,1.0
High,ITS00346,1.0
High,ITS00327,1.0
Low,NW000493,1.0
Medium,ENT00016,1.0
High,NW000404,1.0
Medium,ITS00336,1.0
Low,NW000502,1.0
High,SM000512,1.0
Low,NW000505,1.0
Low,NW000455,1.0
Medium,DC000121,1.0
Medium,ENT00003,1.0
Medium,NS000110,1.0
High,ITS00360,1.0
Low,CHNGMGMT,1.0
Low,ESI00014,1.0
Low,EDC00028,1.0
Medium,SM000521,1.0
Low,DC000253,1.0
Medium,SM000520,1.0
Medium,SM000516,1.0
High,DC000195,1.0
High,DC000190,1.0
Low,DC000205,1.0
High,DC000180,1.0
Medium,DC000218,1.0
Medium,DC000217,1.0
Medium,NW000517,1.0
Medium,NW000511,1.0
Low,DC000219,1.0
High,NW000444,1.0
Low,ENT00040,1.0
Low,ENT00016,1.0
High,DC000160,1.0
Low,DC000230,1.0
Low,ENT00017,1.0
Medium,DC000184,1.0
Medium,DC000193,1.0
Medium,DC000183,1.0
Medium,DC000246,1.0
Medium,SM000553,1.0
Medium,ITS00341,0.9901960784313726
Low,NW000509,0.9735099337748344
Low,EDC00074,0.9655172413793104
Low,ITS00353,0.9620253164556962
High,NW000464,0.9615384615384616
Medium,NW000449,0.9615384615384616
Medium,NW000490,0.9591836734693877
Low,DC000221,0.958904109589041
Low,ITS00375,0.9583333333333334
Medium,ITS00381,0.9545454545454546
Low,SM000557,0.9545454545454546
Low,NW000444,0.9534883720930233
Low,EDC00095,0.9454545454545454
Low,EDC00006,0.9334298118668596
Low,NW000423,0.9333333333333333
Medium,EDC00010,0.9315068493150684
Low,SM000502,0.9270833333333334
Medium,PM000614,0.926829268292683
Medium,DC000201,0.9166666666666666
Low,NW000425,0.9166666666666666
Low,NW000453,0.9148936170212766
Low,DC000122,0.9134615384615384
Low,NW000450,0.906896551724138
Medium,DC000129,0.9054054054054054
Medium,DC000249,0.9
High,EDC00021,0.9
High,DC000209,0.9
Low,ITS00331,0.9
Medium,NW000508,0.9
Low,NW000413,0.8977272727272727
High,DC000115,0.890625
Low,NW000451,0.8888888888888888
Medium,ENT00045,0.8888888888888888
High,NW000447,0.8888888888888888
Medium,ITS00360,0.8823529411764706
Medium,NW000430,0.8784722222222222
Medium,NW000446,0.875
Medium,SM000582,0.875
Medium,NW000483,0.8666666666666667
Low,ITS00322,0.8662790697674418
High,NW000417,0.8656716417910447
Low,ITS00308,0.8592592592592593
High,NW000448,0.8571428571428571
Medium,ITS00304,0.8571428571428571
Low,ITS00374,0.8571428571428571
Medium,DC000139,0.8557692307692307
Medium,SM000502,0.8513513513513513
Medium,ITS00306,0.8509615384615384
Low,ITS00306,0.8435374149659864
Medium,EDC00002,0.8387096774193549
Low,DC000125,0.8333333333333334
High,DC000133,0.8333333333333334
Medium,EDC00008,0.8333333333333334
Medium,ITS00308,0.8297872340425532
Low,ITS00340,0.8297872340425532
Low,DC000178,0.8289473684210527
High,DC000119,0.8275862068965517
Low,NW000408,0.8264840182648402
Medium,NW000486,0.8260869565217391
Medium,ITS00352,0.8260869565217391
Low,DC000224,0.825
Medium,DC000178,0.8235294117647058
High,DC000202,0.8222222222222222
Low,ITS00360,0.819672131147541
Medium,DC000263,0.8191489361702128
Medium,DC000245,0.8181818181818182
Low,DC000223,0.8142857142857143
Medium,NW000503,0.8133333333333334
Low,NW000477,0.8074534161490683
Low,NW000459,0.802158273381295
Low,NDS00032,0.8
Low,NW000446,0.8
Low,ITS00362,0.8
Low,ITS00332,0.798728813559322
Low,NDS00033,0.7894736842105263
Low,NW000407,0.7844036697247706
Medium,DC000156,0.7752808988764045
Low,DC000134,0.772972972972973
Medium,EDC00021,0.7727272727272727
High,NW000453,0.7692307692307693
Low,ITS00367,0.7692307692307693
Low,EDC00021,0.7638888888888888
Medium,ITS00346,0.7627118644067796
Low,ITS00344,0.7545454545454545
Low,ITS00325,0.7511961722488039
Low,ITS00330,0.75
High,DC000210,0.75
Medium,EDC00026,0.75
High,DC000223,0.75
Medium,DC000191,0.75
Low,DC000198,0.75
Medium,ITS00362,0.75
High,ITS00108,0.75
Low,ESI00045,0.75
High,DC000179,0.75
Medium,ITS00345,0.7483443708609272
Medium,DC000221,0.7457627118644068
Medium,DC000179,0.7422680412371134
Medium,ITS00325,0.7419354838709677
Medium,ITS00340,0.7360703812316716
Medium,DC000248,0.7333333333333333
Low,NW000409,0.7328843995510662
Low,NW000405,0.7280876494023905
High,DC000156,0.7272727272727273
Low,ITS00370,0.7272727272727273
High,DC000203,0.7272727272727273
Medium,DC000147,0.7272727272727273
Low,DC000191,0.7241379310344828
Medium,EDC00001,0.72
Low,DC000140,0.7184466019417476
Low,NW000417,0.718117854001759
Medium,DC000253,0.717948717948718
Medium,ITS00379,0.7142857142857143
High,DC000109,0.7142857142857143
Medium,NW000408,0.7117117117117117
Low,DC000139,0.711340206185567
Medium,DC000252,0.7083333333333334
Medium,DC000198,0.7076923076923077
Low,EDC00062,0.7027027027027027
Medium,COR00553,0.7021276595744681
Medium,DC000224,0.7008547008547008
Low,NW000461,0.7
Low,ITS00357,0.7
Low,EDC00005,0.7
Medium,NW000413,0.6985294117647058
Medium,NW000453,0.6956521739130435
Low,EDC00024,0.6949152542372882
High,NW000412,0.6923076923076923
Medium,DC000262,0.6923076923076923
Medium,DC000195,0.6901408450704225
Medium,NW000420,0.6896551724137931
Low,NW000488,0.6887417218543046
Low,DC000262,0.6836734693877551
Low,EDC00030,0.6818181818181818
Medium,DC000203,0.6809651474530831
Low,DC000263,0.6770186335403726
Medium,EDC00024,0.676829268292683
Medium,ITS00344,0.676056338028169
Low,ESI00028,0.6727272727272727
Low,DC000237,0.6666666666666666
High,EDC00089,0.6666666666666666
Medium,ITS00301,0.6666666666666666
Low,NW000507,0.6666666666666666
Medium,DC000230,0.6666666666666666
Low,NW000424,0.6517857142857143
Low,DC000195,0.6515151515151515
Medium,ITS00330,0.6428571428571429
Medium,EDC00053,0.640625
Medium,DC000140,0.6396396396396397
Medium,DC000176,0.6363636363636364
Medium,ITS00353,0.6363636363636364
High,DC000200,0.6363636363636364
Low,DC000202,0.6297229219143576
Low,NW000483,0.6274509803921569
Low,ITS00380,0.627059843885516
Low,DC000123,0.625
Medium,ITS00349,0.625
Medium,DC000123,0.625
Low,DC000135,0.6241610738255033
Medium,ITS00326,0.6194690265486725
Low,DC000147,0.6181818181818182
Low,EDC00089,0.6172839506172839
Medium,NW000450,0.6163522012578616
Low,EDC00008,0.6153846153846154
Low,DC000113,0.613941018766756
Low,COR00553,0.6098901098901099
Low,EDC00053,0.6083333333333333
Medium,ESI00028,0.6065573770491803
Medium,ITS00358,0.6062992125984252
High,NW000459,0.6030534351145038
High,DC000108,0.6
High,ITS00383,0.6
Low,SM000571,0.6
Medium,DC000180,0.6
Low,DC000179,0.5983606557377049
Medium,DC000108,0.5934065934065934
Medium,NW000434,0.5882352941176471
Low,ESI00043,0.5882352941176471
Low,EDC00055,0.5862068965517241
Medium,EDC00054,0.5853658536585366
Low,NW000428,0.5794621026894865
Medium,EDC00055,0.5777777777777777
Medium,NW000405,0.5759562841530055
Medium,DC000119,0.572202166064982
High,NW000503,0.5714285714285714
Low,DC000190,0.5714285714285714
Low,ESI00025,0.5714285714285714
Low,NW000433,0.5678733031674208
Medium,DC000247,0.5666666666666667
Low,NS000108,0.5652173913043478
High,DC000152,0.5643564356435643
Medium,NW000417,0.564344746162928
Low,NW000494,0.56
Low,NW000471,0.5590551181102362
Low,DC000115,0.5583266291230893
Medium,NW000488,0.5573770491803278
Medium,DC000113,0.5560975609756098
High,DC000127,0.5555555555555556
High,NW000450,0.5555555555555556
Medium,NW000427,0.547945205479452
Medium,DC000242,0.5454545454545454
Medium,NW000403,0.544434857635893
Low,NW000434,0.5434083601286174
Medium,ITS00108,0.5432098765432098
Medium,DC000135,0.5425531914893617
Medium,DC000237,0.5395348837209303
Medium,NS000108,0.5384615384615384
Medium,NW000438,0.5376344086021505
Low,NW000403,0.537123745819398
Low,ESI00012,0.5316455696202531
Medium,DC000236,0.5290322580645161
Low,DC000257,0.5277777777777778
Low,ITS00108,0.5254237288135594
Medium,DC000134,0.5245901639344263
Low,DC000200,0.5236051502145923
Medium,ITS00307,0.5230769230769231
Low,EDC00029,0.5218978102189781
Medium,SM000537,0.5161290322580645
Low,NW000503,0.5113043478260869
Low,DC000129,0.5081967213114754
Medium,DC000115,0.5005599104143337
Medium,ITS00338,0.5
High,DC000130,0.5
Medium,SM000513,0.5
Low,EDC00060,0.5
High,NW000428,0.5
Low,SM000559,0.5
High,DC000111,0.5
High,ITS00358,0.5
Low,ITS00373,0.5
High,ENT00006,0.5
Medium,EDC00041,0.5
Medium,ITS00335,0.5
Low,COR00556,0.5
Low,EDC00076,0.5
Low,ITS00302,0.5
Medium,ENT00009,0.5
High,ITS00325,0.5
Medium,EDC00005,0.5
Medium,ITS00363,0.5
High,DC000188,0.5
High,NW000409,0.5
Medium,DC000269,0.5
High,SM000502,0.5
High,SM000557,0.5
High,DC000178,0.5
Low,ENT00045,0.5
Low,ENT00015,0.5
High,EDC00054,0.5
High,ENT00045,0.5
Medium,DC000202,0.4990476190476191
Low,DC000117,0.49888641425389757
Low,NW000438,0.4967741935483871
Medium,ENT00005,0.4895833333333333
Medium,DC000132,0.4887640449438202
Low,NW000431,0.4886831275720165
Medium,NW000463,0.48787878787878786
Medium,ITS00343,0.48057259713701433
Medium,DC000155,0.4788732394366197
Low,ITS00326,0.47619047619047616
Medium,EDC00029,0.47435897435897434
Low,NW000486,0.47368421052631576
Low,DC000248,0.4722222222222222
Medium,DC000200,0.4708994708994709
High,DC000216,0.47058823529411764
Medium,NW000459,0.4689075630252101
Low,DC000236,0.46842105263157896
Medium,DC000128,0.46835443037974683
Low,DC000250,0.4583333333333333
Low,EU000203,0.450261780104712
Medium,DC000210,0.4473684210526316
Low,DC000216,0.4472817133443163
Medium,ITS00309,0.44680851063829785
Low,DC000133,0.44594594594594594
High,NW000452,0.4444444444444444
Low,ITS00345,0.4444444444444444
Medium,DC000152,0.4430379746835443
Medium,NW000424,0.44221105527638194
Low,DC000210,0.4398826979472141
Low,SM000517,0.4375
Low,DC000141,0.4367469879518072
Low,SM000537,0.4336283185840708
Low,DC000128,0.42920353982300885
Medium,NW000456,0.42857142857142855
Low,DC000176,0.42857142857142855
Low,DC000209,0.4276094276094276
Low,PM000614,0.42613636363636365
Low,DC000111,0.4209245742092457
Medium,DC000209,0.4194312796208531
Low,DC000203,0.41851106639839036
Low,DC000110,0.41621621621621624
Low,EDC00054,0.4158415841584158
Medium,EU000203,0.4142857142857143
Low,COR00551,0.4117647058823529
Low,NW000508,0.4117647058823529
Low,SM000561,0.4090909090909091
Low,DC000152,0.4028776978417266
Medium,EDC00009,0.4
Medium,ESI00012,0.4
Medium,EDC00003,0.4
Low,DC000242,0.4
Medium,ESI00026,0.39622641509433965
Medium,DC000216,0.39357429718875503
Low,DC000109,0.39316239316239315
Low,DC000188,0.39111111111111113
Low,EDC00003,0.38823529411764707
Medium,ITS00390,0.38461538461538464
Low,ITS00368,0.38461538461538464
Low,ITS00343,0.38140161725067384
Medium,DC000125,0.38095238095238093
Low,SM000582,0.375
Low,DC000108,0.37448559670781895
Medium,NW000429,0.3713646532438479
Medium,NW000471,0.3684210526315789
Medium,ITS00332,0.36728395061728397
Medium,DC000130,0.3672316384180791
Medium,NW000433,0.36623215394165115
High,NW000431,0.3630573248407643
Low,NW000410,0.3624801271860095
Medium,DC000110,0.3568281938325991
Medium,DC000188,0.35526315789473684
Low,ITS00363,0.35294117647058826
Medium,SM000557,0.35294117647058826
Medium,DC000111,0.3475177304964539
Medium,EDC00098,0.34615384615384615
Low,EDC00002,0.34615384615384615
Low,NW000427,0.34394904458598724
Medium,DC000141,0.3436754176610978
Low,ITS00358,0.3435700575815739
Medium,ITS00359,0.34306569343065696
Medium,DC000109,0.34285714285714286
Low,DC000119,0.3411597296335824
Medium,DC000120,0.33766233766233766
Medium,DC000107,0.3375
Low,ITS00337,0.3333333333333333
High,DC000107,0.3333333333333333
Medium,ITS00337,0.3333333333333333
Low,DC000104,0.3333333333333333
Low,DC000166,0.3333333333333333
High,ITS00342,0.3333333333333333
Medium,ITS00383,0.3333333333333333
High,COR00552,0.3333333333333333
High,DC000132,0.3333333333333333
Medium,DC000163,0.3333333333333333
High,DC000201,0.3333333333333333
High,SM000561,0.3333333333333333
Low,EDC00001,0.3333333333333333
Low,EDC00064,0.3333333333333333
Low,ITS00110,0.3333333333333333
Low,DC000107,0.33191489361702126
Medium,DC000257,0.3287671232876712
Medium,NW000510,0.32608695652173914
Low,ITS00359,0.31833910034602075
Medium,EDC00025,0.3173431734317343
High,NW000429,0.3142857142857143
Medium,ENT00006,0.3125
Low,DC000222,0.3125
Low,ITS00309,0.3024390243902439
Low,COR00552,0.2974910394265233
Low,DC000120,0.29457364341085274
Medium,ITS00370,0.29411764705882354
Medium,EU000202,0.29310344827586204
Medium,NW000412,0.2906057945566286
Low,DC000249,0.2903225806451613
Medium,NW000476,0.28888888888888886
Medium,DC000117,0.28885400313971743
High,NW000413,0.2857142857142857
Low,EU000202,0.2808988764044944
High,DC000141,0.272108843537415
Medium,DC000127,0.2719836400817996
Medium,NW000431,0.26636568848758463
Low,EDC00098,0.2625
Medium,DC000250,0.2608695652173913
Low,EDC00040,0.25925925925925924
Low,EDC00025,0.2583732057416268
Low,EDC00065,0.25
Low,DC000150,0.25
Low,NDS00028,0.25
Medium,DC000194,0.25
Low,DC000118,0.25
Low,DC000229,0.25
High,NW000408,0.25
Low,SM000562,0.24489795918367346
Low,DC000155,0.24355971896955503
High,NW000427,0.24242424242424243
Medium,ITS00331,0.2413793103448276
High,DC000110,0.23076923076923078
Low,EDC00041,0.22580645161290322
High,EDC00029,0.2222222222222222
Low,DC000194,0.2222222222222222
Low,NW000510,0.21904761904761905
High,ESI00026,0.21428571428571427
Low,NW000412,0.21030510585305107
Low,ITS00321,0.20967741935483872
Low,DC000130,0.2084942084942085
Low,NW000429,0.205810147299509
Medium,NW000414,0.20288248337028825
High,NW000414,0.20270270270270271
Medium,DC000190,0.2
High,EDC00025,0.2
Low,DC000183,0.2
High,NW000463,0.2
High,NW000424,0.2
Medium,ENT00014,0.2
Low,NW000473,0.19721115537848605
Medium,NW000472,0.19534883720930232
Low,NW000476,0.1951219512195122
Low,ESI00026,0.19344262295081968
Medium,ITS00327,0.1829787234042553
High,DC000129,0.18181818181818182
Medium,DC000228,0.18181818181818182
Medium,NW000437,0.17647058823529413
Low,EDC00004,0.175
Low,ENT00005,0.1614307931570762
Low,NW000463,0.15876288659793814
Low,NW000472,0.15478615071283094
Medium,EDC00040,0.14705882352941177
Medium,ITS00367,0.14285714285714285
Low,NW000414,0.1406123001896505
Medium,NW000473,0.13924050632911392
Medium,DC000222,0.13924050632911392
Low,DC000127,0.13650895140664962
Medium,DC000254,0.125
Low,DC000180,0.11764705882352941
Low,ENT00014,0.11731843575418995
Low,ITS00348,0.11538461538461539
Low,NW000437,0.10606060606060606
Low,ITS00327,0.10596026490066225
Medium,SM000501,0.1
Low,SM000501,0.09375
High,ENT00005,0.09090909090909091
Medium,COR00552,0.07894736842105263
Low,DC000132,0.07819611088125776
Low,DC000163,0.06698564593301436
Low,DC000254,0.0625
Low,EDC00026,0.045454545454545456
Low,DC000101,0.016853932584269662
Medium,NW000494,0.0
High,NW000472,0.0
Medium,DC000225,0.0
Low,ESI00013,0.0
Medium,SM000583,0.0
High,DC000155,0.0
Low,DC000231,0.0
Low,ESI00018,0.0
Medium,EDC00014,0.0
Medium,EDC00083,0.0
High,NW000423,0.0
Medium,DC000150,0.0
Low,ENT00002,0.0
Low,EDC00052,0.0
Medium,EDC00004,0.0
Medium,EDC00064,0.0
Medium,ESI00025,0.0
Low,EDC00056,0.0
Medium,DC000145,0.0
High,NW000446,0.0
Medium,SM000517,0.0
Low,EDC00018,0.0
Medium,EDC00042,0.0
