PRIORITY,ASSIGNED_GROUP,reassign_num
Medium,ESI00028,37
Low,DC000237,37
Low,EDC00025,36
Low,DC000223,36
High,DC000152,36
Low,DC000221,36
Medium,DC000179,36
Low,ITS00344,36
Low,SM000561,36
Medium,NW000464,36
Low,DC000178,36
Low,NW000420,35
Medium,ITS00376,35
Medium,SM000502,35
Low,ITS00345,35
Low,ITS00321,34
Medium,NW000401,34
Low,ITS00353,34
Medium,SM000512,33
Medium,DC000156,33
Low,DC000109,33
Medium,DC000263,32
Medium,ITS00380,32
Low,ENT00009,32
Medium,NW000420,32
Low,ITS00342,31
Medium,ITS00346,31
Low,ITS00309,31
Low,SM000542,31
Low,DC000139,31
High,DC000115,30
Medium,DC000205,30
Low,EDC00066,30
High,NW000431,30
Medium,DC000120,30
Medium,DC000129,30
Medium,EDC00089,30
Low,EDC00009,30
Low,ITS00346,30
Low,NW000490,29
Medium,DC000107,29
Medium,NW000472,29
Low,NS000116,29
Low,NS000115,29
Medium,ITS00352,29
Low,ESI00012,29
Medium,NW000509,29
Low,ESI00026,29
Low,EDC00021,28
Low,EU000202,28
High,NW000417,27
Medium,EDC00010,27
Low,EDC00089,27
Low,DC000120,26
High,DC000202,26
Low,ITS00375,26
Medium,ITS00325,25
Medium,SM000542,25
Medium,EDC00095,25
Medium,ITS00308,25
Medium,DC000191,25
Medium,DC000249,24
Medium,NW000471,24
High,NW000403,24
Low,ESI00049,24
Medium,NW000490,23
Low,EDC00054,23
Low,NW000446,23
Medium,NW000427,23
Medium,DC000178,23
Medium,NW000446,23
High,DC000141,22
Low,DC000198,22
Medium,SM000537,22
Low,DC000195,22
Medium,ITS00353,22
Low,ITS00335,22
Medium,NW000423,22
Low,NW000401,21
High,NW000405,21
Low,EDC00003,21
Medium,ITS00327,21
Low,SM000549,21
Medium,DC000198,21
Low,NW000510,20
Medium,COR00553,20
High,NW000407,20
Medium,DC000155,20
Medium,ITS00307,20
Medium,ITS00359,19
Medium,PM000614,19
Medium,NS000116,19
Low,ITS00360,19
Low,NW000508,19
Low,ITS00330,19
Medium,NW000488,19
Medium,SM000586,19
Low,DC000224,19
Low,DC000191,19
High,ITS00332,19
Low,NDS00033,18
Medium,DC000134,18
Medium,NW000489,18
Medium,EDC00055,18
Medium,NW000434,18
Medium,DC000207,18
Medium,DC000252,18
Medium,DC000257,18
Medium,DC000109,17
Low,NW000437,17
Medium,NW000426,17
Medium,DC000195,17
High,ITS00343,16
Medium,ITS00329,16
Low,NW000419,16
Medium,DC000123,16
High,ITS00340,16
Medium,EDC00054,16
Medium,DC000118,16
High,ITS00306,16
Medium,EDC00021,16
Medium,EU000203,16
High,NW000414,16
High,NW000430,15
Medium,ITS00108,15
Medium,NDS00033,15
Low,NW000444,15
Medium,ITS00313,15
Low,COR00559,15
High,NW000412,15
Low,ENT00006,15
Low,DC000257,15
Medium,DC000186,15
Medium,NW000473,15
Low,ITS00108,15
Low,EDC00062,15
Low,NW000492,15
Medium,DC000253,15
Low,EDC00001,15
Low,NW000483,14
Medium,NW000461,14
Medium,NS000115,14
Low,ENT00042,14
Low,DC000205,14
Low,ENT00014,14
Medium,ITS00374,13
Low,NW000426,13
Low,ITS00338,13
High,DC000140,13
Medium,DC000262,13
Low,DC000252,13
Low,DC000201,13
High,ITS00341,13
Medium,EDC00002,13
Low,EDC00074,13
High,NW000433,13
Low,SM000586,13
High,ITS00322,12
Medium,ITS00375,12
High,NW000464,12
High,DC000119,12
Low,DC000245,12
Low,SM000514,12
Low,DC000163,12
Medium,ITS00330,12
Low,EDC00055,11
Low,DC000207,11
Low,NS000108,11
Medium,DC000201,11
Low,ITS00331,11
Medium,NW000502,11
Low,DC000248,11
High,DC000113,11
Medium,NW000510,11
Low,DC000123,11
High,NW000429,11
Low,NW000494,10
High,NW000439,10
Low,ITS00374,10
Low,SM000517,10
Medium,EDC00001,10
Medium,DC000176,10
Low,NS000101,10
Medium,DC000131,10
High,ITS00352,10
Low,NW000406,10
Medium,NW000419,10
Medium,ESI00026,10
Medium,NS000101,10
Low,ITS00101,10
Medium,NW000476,10
Low,DC000253,10
Low,ITS00347,10
Medium,NW000486,10
Low,ITS00327,10
Medium,SM000549,10
Medium,SM000514,10
Low,ENT00039,9
Medium,ITS00377,9
Medium,NW000432,9
Medium,ITS00309,9
Low,SM000557,9
Medium,ITS00103,9
Medium,EU000202,9
Low,NW000436,9
Low,NW000432,9
Medium,DC000222,9
High,DC000111,9
Medium,DC000250,9
Medium,DC000247,9
High,DC000236,9
Low,NW000460,9
Medium,NS000108,8
Medium,EDC00030,8
Medium,DC000233,8
Low,ITS00304,8
Low,ITS00329,8
Low,ITS00379,8
Low,EDC00098,8
Low,ITS00377,8
Low,EDC00031,8
Low,DC000249,7
Low,DC000233,7
High,SM000514,7
Medium,ITS00101,7
Medium,ITS00360,7
Low,EU000206,7
High,NW000449,7
Medium,COR00557,7
High,NW000440,7
High,NW000420,7
High,DC000117,7
Low,EDC00068,7
Low,EDC00030,7
High,DC000108,7
Medium,DC000272,7
Low,DC000228,7
Low,EDC00041,7
High,DC000203,7
Medium,NW000462,6
Medium,DC000199,6
Low,COR00551,6
Medium,NW000483,6
Low,DC000247,6
High,ITS00308,6
Medium,DC000147,6
Medium,DC000125,6
High,NW000438,6
Low,SM000568,6
Low,SM000553,6
Low,NW000461,6
Low,SM000501,6
High,EU000203,6
Medium,NW000484,6
Low,NW000505,6
Medium,EDC00075,6
Low,NW000489,6
Medium,NW000425,6
High,ITS00344,6
High,DC000237,6
Low,DC000125,6
Low,DC000190,6
Low,NW000411,6
Low,NW000425,6
Low,ITS00348,6
Medium,DC000245,6
Medium,ITS00312,5
Low,ESI00054,5
Medium,EDC00040,5
High,NW000453,5
Low,EDC00040,5
Low,SM000500,5
Low,DC000199,5
Medium,ITS00331,5
Medium,ITS00347,5
Low,SM000562,5
Low,ESI00043,5
Medium,ITS00304,5
Medium,EDC00031,5
High,DC000156,5
Medium,NW000508,5
High,NW000428,5
High,NW000427,5
Medium,DC000231,5
Medium,EDC00003,5
High,ITS00326,5
Medium,ENT00045,5
Medium,ENT00006,5
Medium,EDC00098,5
Medium,DC000206,5
High,NW000401,5
High,DC000210,5
Medium,NW000477,5
High,EDC00010,5
High,DC000200,5
Medium,NW000474,5
High,DC000209,5
Low,DC000250,5
High,EDC00029,5
Low,NW000423,5
Medium,NW000492,4
Low,SM000582,4
High,DC000216,4
Low,EDC00008,4
Medium,ITS00378,4
Low,ENT00003,4
Low,ITS00370,4
High,DC000109,4
High,NW000450,4
Medium,ESI00012,4
Medium,COR00552,4
Medium,DC000204,4
Medium,ITS00102,4
High,DC000179,4
Medium,ITS00390,4
Medium,DC000104,4
High,NW000444,4
High,ITS00307,4
Low,DC000186,4
Low,ITS00378,4
High,NW000432,4
Low,EDC00005,4
High,EDC00001,4
Low,NW000480,4
Medium,ITS00348,4
High,DC000133,4
Medium,DC000242,4
High,DC000221,4
Medium,NW000457,4
Medium,SM000557,4
High,NW000503,4
Low,ITS00103,4
Low,NW000476,4
Low,DC000121,4
High,NW000481,4
High,ESI00028,4
Low,ITS00301,4
Low,DC000176,4
Low,DC000148,3
Low,ITS00361,3
High,NW000410,3
High,DC000130,3
Medium,SM000582,3
Medium,SM000562,3
High,NW000426,3
High,NW000408,3
Low,EDC00014,3
Low,ITS00368,3
Low,NW000443,3
High,ITS00383,3
Low,ITS00367,3
Low,DC000101,3
Low,EDC00075,3
Medium,EDC00008,3
Medium,EDC00066,3
High,ITS00381,3
Medium,NW000480,3
Medium,DC000187,3
High,NW000400,3
High,ITS00345,3
High,ITS00313,3
Medium,DC000229,3
High,EDC00021,3
High,DC000223,3
Low,ITS00362,3
Low,DC000222,3
Medium,SM000532,3
Medium,ITS00362,3
Medium,ITS00349,3
Medium,NW000443,3
Low,NW000462,3
High,EDC00095,3
Low,NW000504,3
Medium,ITS00109,3
Medium,ITS00367,3
Medium,ITS00368,3
Low,NW000456,3
High,DC000122,3
High,ITS00108,3
Low,NDS00032,3
Low,NS000117,3
Low,DC000211,3
High,NW000452,3
Low,SM000532,3
Low,ITS00349,3
High,ESI00026,3
Medium,ITS00379,3
Medium,COR00551,3
Low,NW000495,3
Low,NW000486,3
Low,ESI00010,3
Medium,ITS00363,3
Low,EDC00004,3
Medium,NW000505,3
Low,NW000451,3
Low,ITS00106,3
High,SM000512,3
Medium,NW000495,3
High,DC000147,3
Medium,COR00554,3
Medium,NW000437,3
High,NW000445,3
Medium,ITS00335,3
Medium,NW000469,2
High,DC000135,2
Medium,NW000456,2
High,ITS00331,2
High,DC000129,2
Medium,NW000411,2
High,ENT00014,2
Medium,ITS00370,2
High,EDC00098,2
Medium,ITS00357,2
Medium,SM000568,2
High,EDC00089,2
High,EDC00066,2
High,ITS00327,2
High,ITS00325,2
Medium,EDC00026,2
High,DC000125,2
High,DC000195,2
Medium,ESI00043,2
Medium,PM000611,2
Medium,NW000451,2
High,DC000120,2
High,EDC00053,2
High,EDC00030,2
Medium,ENT00042,2
Medium,ENT00039,2
Medium,ENT00016,2
Medium,SM000513,2
Medium,ENT00014,2
Medium,ITS00301,2
High,DC000191,2
High,DC000139,2
High,DC000110,2
High,DC000198,2
High,DC000188,2
Medium,EDC00041,2
Medium,NW000467,2
Medium,NW000406,2
High,DC000127,2
Medium,ITS00321,2
Medium,ITS00110,2
Medium,DC000163,2
Low,SM000515,2
Low,SM000513,2
Low,ITS00356,2
Low,DC000204,2
Low,DC000206,2
Low,PM000611,2
Low,DC000218,2
Low,SDATIER1,2
High,NW000461,2
Low,DC000219,2
Low,DC000194,2
High,NW000448,2
Low,DC000242,2
Low,ITS00102,2
High,NW000447,2
High,NW000434,2
Low,ESI00025,2
High,NW000413,2
Low,ITS00357,2
Low,ITS00363,2
Medium,DC000148,2
Low,NW000402,2
Low,CHNGMGMT,2
Low,DC000104,2
Low,DC000114,2
Low,DC000118,2
High,SM000562,2
High,SM000542,2
Low,DC000150,2
Low,NSD00018,2
Low,ITS00373,2
Low,NW000474,2
High,NW000489,2
High,NW000488,2
Low,DC000180,2
High,NW000469,2
Low,DC000183,2
Low,DC000187,2
Low,ESI00019,2
Low,COR00554,2
High,ITS00376,2
Medium,DC000230,2
Medium,DC000194,2
High,ITS00358,2
Low,ENT00007,2
Medium,DC000183,2
Low,EDC00064,2
Low,ENT00016,2
Medium,DC000173,2
High,ITS00374,2
Low,EDC00060,1
Low,NS000107,1
High,DC000190,1
Low,COR00556,1
Low,EDC00028,1
High,DC000107,1
Low,NDS00038,1
High,DC000186,1
High,DC000245,1
Medium,NW000441,1
Medium,NW000442,1
Low,NDS00028,1
High,DC000180,1
Low,NDS00009,1
High,DC000178,1
High,DC000160,1
Low,ITS00383,1
Low,EDC00076,1
Low,DC000175,1
Low,EDC00050,1
Low,DC000112,1
Low,NW000422,1
Low,DC000143,1
Low,EDC00065,1
High,DC000101,1
Low,DC000146,1
Medium,SM000559,1
Low,DC000160,1
Low,DC000161,1
High,DC000201,1
Low,DC000166,1
Low,EDC00067,1
Medium,SM000541,1
Low,DC000170,1
Low,DC000173,1
Medium,SM000553,1
High,DC000226,1
Low,ESI00008,1
Low,EDC00026,1
Low,DC000229,1
Low,DC000230,1
Low,ENT00017,1
Low,ITS00302,1
Low,ITS00110,1
Medium,NW000519,1
Medium,NW000517,1
Low,ESI00052,1
Low,DC000254,1
Low,ESI00047,1
High,DC000121,1
Low,ESI00045,1
Medium,NW000514,1
Low,ESI00042,1
Medium,NW000498,1
Medium,NW000511,1
Low,ENT00036,1
Low,ENT00040,1
Medium,PM000613,1
Medium,NW000475,1
Low,EDC00096,1
High,EDC00008,1
Low,ESI00014,1
Low,ITS00365,1
Medium,NW000455,1
Medium,SM000521,1
Medium,SM000520,1
Medium,SM000516,1
High,DC000132,1
Low,ITS00351,1
Medium,SM000515,1
Low,EDC00023,1
Low,DC000213,1
Low,ENT00008,1
High,DC000128,1
Low,ITS00337,1
Low,ITS00336,1
Low,ENT00015,1
Medium,SM000501,1
Medium,DC000269,1
High,SM000557,1
Low,NW000435,1
Low,COR00055,1
Medium,ENT00009,1
High,NS000116,1
Medium,DC000170,1
Low,EDC00048,1
Medium,DC000160,1
Medium,ESI00010,1
High,NW000404,1
High,NW000409,1
High,NW000424,1
Medium,ESI00049,1
Medium,DC000121,1
Medium,EU000206,1
Medium,ITS00100,1
Medium,COR00559,1
Medium,COR00556,1
Medium,COR00055,1
Low,SM000580,1
Low,SM000575,1
Low,SM000572,1
Medium,ITS00302,1
Low,SM000571,1
High,ITS00301,1
Low,SM000559,1
Medium,ENT00008,1
High,NDS00033,1
High,ITS00312,1
High,ITS00360,1
High,ITS00342,1
Medium,DC000246,1
Medium,EDC00005,1
Medium,DC000228,1
High,ITS00346,1
Medium,EDC00009,1
High,ITS00347,1
Medium,DC000218,1
High,ITS00330,1
Medium,DC000217,1
High,ITS00362,1
Medium,ENT00003,1
High,ITS00375,1
Medium,EDC00048,1
High,ITS00378,1
Medium,DC000196,1
Medium,EDC00065,1
Medium,DC000193,1
Medium,DC000190,1
Medium,DC000184,1
Medium,DC000180,1
Medium,EDC00099,1
Low,SM000519,1
High,ESI00052,1
High,ESI00047,1
High,SM000516,1
Medium,ITS00365,1
High,NW000490,1
High,SM000500,1
Medium,ITS00371,1
Medium,ITS00373,1
Low,NW000469,1
High,SM000502,1
High,EDC00065,1
Low,NW000455,1
Low,NW000454,1
High,EDC00055,1
Low,NW000484,1
High,EDC00054,1
Medium,ITS00383,1
Medium,DC000254,1
High,SM000561,1
Medium,NS000110,1
High,SM000568,1
Low,AP000011,1
Low,CG4TECH,1
Low,NW000441,1
High,EDC00025,1
Medium,ITS00361,1
High,NW000480,1
High,NW000463,1
Low,NW000515,1
Low,PM000613,1
Low,PM000602,1
Low,PCR00001,1
Low,NW000519,1
Medium,ITS00336,1
Medium,ITS00337,1
Medium,ITS00338,1
High,ESI00012,1
High,ENT00045,1
High,ENT00039,1
High,ENT00009,1
Low,NW000493,1
High,ENT00006,1
High,ENT00005,1
High,NW000467,1
Low,NW000507,1
Medium,ITS00350,1
High,NW000476,1
Low,NW000502,1
Medium,ITS00354,1
Medium,ITS00355,1
Low,NW000498,1
High,COR00552,1
