org_id,PRIORITY,STATUS,ACTUAL_COMPLETION_HRS,BUSINESS_COMPLETION_HRS
1272.0,Medium,CLOSED,364.0926501035197,103.76753623188407
1183.0,Low,CLOSED,361.48,101.47999999999999
1017.0,High,CLOSED,358.84,358.84
1067.0,Medium,CLOSED,357.45969696969695,98.95939393939396
1065.0,Low,CLOSED,356.77983460559744,100.88642811704825
1165.0,Low,CLOSED,356.75644067796605,100.12627118644075
1048.0,Medium,CLOSED,356.5992857142859,100.34097278911571
17498.0,Medium,CLOSED,343.53111111111116,98.21666666666665
1068.0,Medium,CLOSED,341.32397058823545,97.64786764705886
1038.0,Medium,CLOSED,333.0012855910267,94.74526315789477
1017.0,Low,CLOSED,327.60615384615386,93.20346153846153
1087.0,Medium,CLOSED,327.34553398058245,91.98611650485438
1030.0,Low,CLOSED,318.44,92.05000000000001
942.0,Medium,CLOSED,318.0014889705876,90.12862132352942
1060.0,Low,RESOLVED,311.7,89.7
1063.0,Low,CLOSED,310.3928238079123,88.14045654379458
1058.0,Medium,CLOSED,308.3233181818181,86.92700000000002
1300.0,Medium,CLOSED,303.73072519083973,86.09984732824424
1243.0,Low,CLOSED,302.56000000000006,84.345
1063.0,Medium,CLOSED,300.87494492044095,84.65886168910646
910.0,High,CLOSED,300.8646250000001,300.8646250000001
1053.0,Low,CLOSED,300.2022881921283,84.83857238158762
853.0,Low,CLOSED,299.2345539906101,84.44112676056338
1272.0,Medium,SLAHOLD,290.79,82.78
1058.0,Low,CLOSED,290.18493253373316,82.25397301349322
1055.0,Medium,CLOSED,288.29173136645943,81.35053571428571
1060.0,Low,CLOSED,287.7944131455397,81.40953722334002
1325.0,Medium,CLOSED,287.35627329192545,81.96708074534159
1062.0,Low,CLOSED,286.8173809933693,87.02232504088882
1045.0,Low,CLOSED,280.866237428946,79.00423480542202
15833.0,Low,CLOSED,280.38307692307694,77.06653846153846
1228.0,Low,CLOSED,266.0771844660194,74.75087378640781
1048.0,Medium,RESOLVED,264.06,90.06
1325.0,High,CLOSED,258.3383333333333,258.3383333333333
1055.0,Low,CLOSED,257.45461538461495,71.47378445084341
1342.0,Medium,CLOSED,247.0382619407597,69.69826250069966
867.0,Medium,CLOSED,246.42,73.62
1300.0,Low,CLOSED,243.62405900305177,68.29735503560534
1043.0,High,CLOSED,241.80833333333334,241.80833333333334
1032.0,Medium,CLOSED,239.17499999999998,69.175
1247.0,Low,CLOSED,236.82785714285714,65.80642857142857
1068.0,High,CLOSED,234.8125,234.8125
1037.0,Medium,CLOSED,225.70902335456475,61.64681528662424
853.0,Medium,CLOSED,225.48199999999994,64.43944444444446
1037.0,Low,CLOSED,224.070903665814,61.60979539641937
1165.0,Medium,CLOSED,215.73999999999992,61.408055555555556
1028.0,Low,CLOSED,211.76643945469007,58.66434070340267
1260.0,Low,CLOSED,211.31,65.305
1045.0,Medium,CLOSED,198.33779393939434,55.86640404040402
1342.0,Low,CLOSED,195.68403756787893,55.1953084661264
1753.0,High,CLOSED,194.63,194.63
1213.0,High,CLOSED,188.8210958904109,188.8210958904109
1047.0,Low,CLOSED,186.02181006981155,52.4626996162559
1273.0,High,CLOSED,184.30260869565217,184.30260869565217
1057.0,High,CLOSED,170.48343750000004,170.48343750000004
1205.0,Low,CLOSED,166.97,44.63833333333334
1337.0,Low,CLOSED,156.87,44.43333333333333
1047.0,Medium,CLOSED,155.7150778229398,43.63148706255553
1377.0,High,CLOSED,153.23250000000002,153.23250000000002
1062.0,Medium,CLOSED,149.94802730970412,76.79399767576987
1028.0,Medium,CLOSED,144.11631166202878,39.002762458892136
1355.0,Medium,CLOSED,139.43475201845416,39.18732410611299
1233.0,Medium,CLOSED,137.035,36.22
1247.0,High,CLOSED,137.02,137.02
1355.0,Low,CLOSED,136.07691093117418,36.4858522267206
1053.0,High,CLOSED,135.5881818181818,135.5881818181818
1048.0,High,CLOSED,135.3940350877193,135.3940350877193
1055.0,High,CLOSED,120.27882352941177,120.27882352941177
1243.0,High,CLOSED,118.45,118.45
1040.0,High,CLOSED,111.61538461538461,111.61538461538461
1037.0,High,CLOSED,111.40162790697673,111.40162790697673
1032.0,Low,CLOSED,109.36666666666666,30.245000000000005
1050.0,High,CLOSED,108.91681818181819,108.91681818181819
912.0,High,CLOSED,107.565,107.565
1243.0,Medium,CLOSED,103.32666666666667,30.39916666666667
1065.0,Medium,CLOSED,97.27542207792207,27.06349837662338
15833.0,High,CLOSED,92.14666666666666,92.14666666666666
835.0,High,CLOSED,91.78769230769231,91.78769230769231
1202.0,Low,CLOSED,90.755,27.08666666666667
1297.0,High,CLOSED,88.80277777777778,88.80277777777778
1300.0,High,CLOSED,88.08222222222223,88.08222222222223
952.0,Medium,CLOSED,86.68333333333334,22.423333333333332
1062.0,High,CLOSED,84.16219178082193,84.16219178082193
1123.0,High,CLOSED,83.04142857142858,83.04142857142858
942.0,High,CLOSED,80.89894736842106,80.89894736842106
1065.0,High,CLOSED,78.79368932038834,78.79368932038834
1058.0,High,CLOSED,77.061875,77.061875
1087.0,High,CLOSED,73.90333333333332,73.90333333333332
1062.0,Medium,INPROG,72.25,20.2
1272.0,High,CLOSED,72.07525000000001,72.07525000000001
1328.0,Low,CLOSED,71.985,19.985
1063.0,High,CLOSED,68.23936170212767,68.23936170212767
1028.0,High,CLOSED,66.649068627451,66.649068627451
1060.0,High,CLOSED,64.5969696969697,64.5969696969697
853.0,High,CLOSED,63.035625,63.035625
1042.0,High,CLOSED,62.899607843137254,62.899607843137254
1047.0,High,CLOSED,59.183664974619326,59.183664974619326
1038.0,High,CLOSED,50.630630630630634,50.630630630630634
17498.0,High,CLOSED,48.37,48.37
1182.0,Low,CLOSED,47.95,19.95
1083.0,Medium,CLOSED,45.935,18.225
988.0,Medium,CLOSED,44.55,11.32
1355.0,High,CLOSED,43.962,43.962
992.0,High,CLOSED,43.35333333333334,43.35333333333334
1165.0,High,CLOSED,39.108000000000004,39.108000000000004
1045.0,High,CLOSED,36.00173553719007,36.00173553719007
1067.0,High,CLOSED,31.715000000000003,31.715000000000003
1228.0,High,CLOSED,29.06,29.06
1342.0,Low,QUEUED,28.37,14.37
877.0,High,CLOSED,25.235555555555557,25.235555555555557
1337.0,Medium,CLOSED,20.96,6.95
1732.0,Low,CLOSED,15.31,1.75
1732.0,High,CLOSED,14.65,14.65
1232.0,Medium,CLOSED,10.06,0.0
1062.0,Medium,AWAITVEN,8.396666666666667,0.0
1325.0,Medium,QUEUED,3.7,3.68
1060.0,Low,SLAHOLD,3.21,3.22
918.0,Medium,CLOSED,2.69,2.68
1202.0,High,CLOSED,2.21,2.21
837.0,Medium,CLOSED,0.78,0.77
1062.0,Medium,SLAHOLD,0.56,0.57
988.0,Low,CLOSED,0.26,0.25
1062.0,Low,AWAITVEN,-0.6777777777777783,0.31777777777777777
835.0,Low,AWAITCUS,,
835.0,Low,INPROG,,
835.0,Low,QUEUED,,
835.0,Medium,AWAITCUS,,
835.0,Medium,INPROG,,
835.0,Medium,QUEUED,,
835.0,Medium,SLAHOLD,,
877.0,High,QUEUED,,
877.0,Low,AWAITCUS,,
877.0,Low,INPROG,,
877.0,Low,QUEUED,,
877.0,Low,SLAHOLD,,
877.0,Medium,AWAITCUS,,
877.0,Medium,INPROG,,
877.0,Medium,QUEUED,,
910.0,High,AWAITCUS,,
910.0,High,INPROG,,
910.0,Low,QUEUED,,
910.0,Medium,AWAITCUS,,
910.0,Medium,AWAITVEN,,
910.0,Medium,INPROG,,
910.0,Medium,QUEUED,,
910.0,Medium,SLAHOLD,,
912.0,Medium,AWAITCUS,,
912.0,Medium,QUEUED,,
942.0,Low,AWAITCHG,,
942.0,Low,AWAITCUS,,
942.0,Low,INPROG,,
942.0,Low,QUEUED,,
942.0,Low,SLAHOLD,,
942.0,Medium,AWAITCUS,,
942.0,Medium,INPROG,,
942.0,Medium,QUEUED,,
942.0,Medium,SLAHOLD,,
978.0,Medium,QUEUED,,
992.0,Low,AWAITCUS,,
992.0,Medium,AWAITCUS,,
992.0,Medium,AWAITVEN,,
992.0,Medium,QUEUED,,
992.0,Medium,SLAHOLD,,
1017.0,Low,AWAITVEN,,
1017.0,Low,SLAHOLD,,
1017.0,Medium,AWAITCUS,,
1017.0,Medium,QUEUED,,
1028.0,High,INPROG,,
1028.0,Low,AWAITCHG,,
1028.0,Low,INPROG,,
1028.0,Low,QUEUED,,
1028.0,Low,SLAHOLD,,
1028.0,Medium,AWAITVEN,,
1028.0,Medium,QUEUED,,
1028.0,Medium,SLAHOLD,,
1037.0,Low,QUEUED,,
1037.0,Medium,INPROG,,
1038.0,High,QUEUED,,
1038.0,Low,AWAITCHG,,
1038.0,Low,AWAITCUS,,
1038.0,Low,AWAITVEN,,
1038.0,Low,INPROG,,
1038.0,Low,QUEUED,,
1038.0,Medium,AWAITCUS,,
1038.0,Medium,INPROG,,
1038.0,Medium,QUEUED,,
1038.0,Medium,SLAHOLD,,
1040.0,Low,AWAITCUS,,
1040.0,Low,QUEUED,,
1040.0,Low,SLAHOLD,,
1040.0,Medium,AWAITCUS,,
1040.0,Medium,QUEUED,,
1042.0,Low,AWAITCHG,,
1042.0,Low,AWAITCUS,,
1042.0,Low,AWAITVEN,,
1042.0,Low,INPROG,,
1042.0,Low,QUEUED,,
1042.0,Low,SLAHOLD,,
1042.0,Medium,AWAITCHG,,
1042.0,Medium,AWAITCUS,,
1042.0,Medium,AWAITVEN,,
1042.0,Medium,INPROG,,
1042.0,Medium,QUEUED,,
1043.0,High,QUEUED,,
1043.0,Low,QUEUED,,
1043.0,Medium,AWAITCUS,,
1043.0,Medium,SLAHOLD,,
1045.0,Low,AWAITCUS,,
1045.0,Low,QUEUED,,
1045.0,Low,SLAHOLD,,
1045.0,Medium,AWAITCUS,,
1045.0,Medium,INPROG,,
1045.0,Medium,QUEUED,,
1047.0,High,AWAITCUS,,
1047.0,Low,AWAITCUS,,
1047.0,Low,AWAITVEN,,
1047.0,Low,INPROG,,
1047.0,Low,QUEUED,,
1047.0,Low,SLAHOLD,,
1047.0,Medium,AWAITCHG,,
1047.0,Medium,AWAITCUS,,
1047.0,Medium,AWAITVEN,,
1047.0,Medium,INPROG,,
1047.0,Medium,QUEUED,,
1047.0,Medium,SLAHOLD,,
1048.0,Low,AWAITCHG,,
1048.0,Low,AWAITCUS,,
1048.0,Low,AWAITVEN,,
1048.0,Low,INPROG,,
1048.0,Low,QUEUED,,
1048.0,Low,SLAHOLD,,
1048.0,Medium,AWAITCUS,,
1048.0,Medium,AWAITVEN,,
1048.0,Medium,INPROG,,
1048.0,Medium,QUEUED,,
1048.0,Medium,SLAHOLD,,
1050.0,High,SLAHOLD,,
1050.0,Low,AWAITCUS,,
1050.0,Low,INPROG,,
1050.0,Low,QUEUED,,
1050.0,Low,SLAHOLD,,
1050.0,Medium,INPROG,,
1050.0,Medium,QUEUED,,
1050.0,Medium,SLAHOLD,,
1053.0,Low,AWAITCUS,,
1053.0,Low,QUEUED,,
1053.0,Medium,QUEUED,,
1053.0,Medium,SLAHOLD,,
1055.0,Low,AWAITVEN,,
1055.0,Low,INPROG,,
1055.0,Low,QUEUED,,
1055.0,Medium,AWAITCUS,,
1055.0,Medium,INPROG,,
1055.0,Medium,QUEUED,,
1055.0,Medium,SLAHOLD,,
1057.0,Low,AWAITCHG,,
1057.0,Low,AWAITCUS,,
1057.0,Low,AWAITVEN,,
1057.0,Low,INPROG,,
1057.0,Low,QUEUED,,
1057.0,Medium,AWAITCUS,,
1057.0,Medium,AWAITVEN,,
1057.0,Medium,QUEUED,,
1058.0,Low,AWAITVEN,,
1058.0,Medium,INPROG,,
1058.0,Medium,QUEUED,,
1058.0,Medium,SLAHOLD,,
1060.0,Low,AWAITCUS,,
1060.0,Low,INPROG,,
1060.0,Low,QUEUED,,
1060.0,Medium,AWAITCUS,,
1060.0,Medium,INPROG,,
1060.0,Medium,QUEUED,,
1060.0,Medium,SLAHOLD,,
1062.0,High,SLAHOLD,,
1062.0,Low,AWAITCUS,,
1062.0,Low,QUEUED,,
1062.0,Low,SLAHOLD,,
1062.0,Medium,AWAITCHG,,
1062.0,Medium,AWAITCUS,,
1062.0,Medium,QUEUED,,
1063.0,Low,AWAITCUS,,
1063.0,Low,INPROG,,
1063.0,Low,QUEUED,,
1063.0,Low,SLAHOLD,,
1063.0,Medium,AWAITCHG,,
1063.0,Medium,AWAITCUS,,
1063.0,Medium,AWAITVEN,,
1063.0,Medium,INPROG,,
1063.0,Medium,QUEUED,,
1065.0,Low,SLAHOLD,,
1065.0,Medium,INPROG,,
1065.0,Medium,SLAHOLD,,
1067.0,Medium,AWAITCUS,,
1068.0,Low,QUEUED,,
1083.0,Low,QUEUED,,
1085.0,Medium,QUEUED,,
1123.0,Low,AWAITVEN,,
1123.0,Medium,AWAITCUS,,
1123.0,Medium,QUEUED,,
1213.0,Low,AWAITCUS,,
1213.0,Low,INPROG,,
1213.0,Low,QUEUED,,
1213.0,Low,SLAHOLD,,
1213.0,Medium,AWAITCUS,,
1213.0,Medium,INPROG,,
1213.0,Medium,QUEUED,,
1213.0,Medium,SLAHOLD,,
1228.0,Low,AWAITCUS,,
1228.0,Low,AWAITVEN,,
1228.0,Low,QUEUED,,
1228.0,Medium,QUEUED,,
1248.0,Medium,AWAITCUS,,
1248.0,Medium,SLAHOLD,,
1272.0,Low,AWAITVEN,,
1272.0,Low,INPROG,,
1272.0,Low,QUEUED,,
1272.0,Low,SLAHOLD,,
1272.0,Medium,AWAITCUS,,
1272.0,Medium,AWAITVEN,,
1272.0,Medium,INPROG,,
1272.0,Medium,QUEUED,,
1273.0,Medium,AWAITCUS,,
1273.0,Medium,INPROG,,
1273.0,Medium,QUEUED,,
1297.0,High,QUEUED,,
1297.0,Low,AWAITCUS,,
1297.0,Low,INPROG,,
1297.0,Medium,AWAITCUS,,
1297.0,Medium,QUEUED,,
1300.0,Low,AWAITCUS,,
1300.0,Low,AWAITVEN,,
1300.0,Medium,AWAITCUS,,
1300.0,Medium,INPROG,,
1300.0,Medium,QUEUED,,
1300.0,Medium,SLAHOLD,,
1303.0,Low,AWAITVEN,,
1303.0,Medium,AWAITCUS,,
1325.0,High,SLAHOLD,,
1325.0,Low,QUEUED,,
1325.0,Low,SLAHOLD,,
1325.0,Medium,AWAITCUS,,
1342.0,High,QUEUED,,
1342.0,Low,AWAITCHG,,
1342.0,Low,AWAITCUS,,
1342.0,Low,AWAITVEN,,
1342.0,Low,INPROG,,
1342.0,Low,SLAHOLD,,
1342.0,Medium,AWAITCUS,,
1342.0,Medium,AWAITVEN,,
1342.0,Medium,INPROG,,
1342.0,Medium,QUEUED,,
1342.0,Medium,SLAHOLD,,
1355.0,Low,AWAITCUS,,
1355.0,Low,QUEUED,,
1355.0,Medium,AWAITCUS,,
1377.0,High,QUEUED,,
1377.0,Low,INPROG,,
1377.0,Medium,QUEUED,,
1753.0,Medium,QUEUED,,
