,index,Estimate,Std. Error,t value,Pr(>|t|)
45,serviceData Centre Facilities Management,22.2465114875264,27.8677775206828,0.798287967923369,0.424703655412591
46,serviceConferencing - Videoconferencing,-19.7075951197156,27.8548635980873,-0.707510020658257,0.479249810924783
47,serviceContact Centre,-18.5834595108612,27.8384981687977,-0.667545332301373,0.504424072159471
48,serviceGovernment of Canada Managed Security Service,-18.093556739065,28.232164406714,-0.64088450599849,0.521597921995242
49,serviceClassified Infrastructure - GCSI - Hosting Environment,-19.6655672642203,32.2414781119655,-0.609946206434065,0.541897630243479
50,serviceClassified Infrastructure - Government of Canada Secret Infrastructure (GCSI),44.2595238101281,78.6534774712895,0.562715409834027,0.573628860105487
51,serviceFixed - Key Systems and Interchange,-17.8468938141002,32.4543177594593,-0.549908149244595,0.582382540759778
52,serviceMidrange - Storage and Virtualization,-14.7292160789091,28.5442757638102,-0.516012954778958,0.605845515708998
53,serviceSIS - Advisory Services,-50.1126984118432,107.700709592395,-0.465295898248954,0.641719708930785
54,serviceDistributed Print,-12.9052326589857,28.596978922459,-0.451279580754961,0.65178819218587
55,serviceSecure Remote Access,-12.1526742669339,27.8546483614463,-0.43628891340644,0.662627252128885
56,serviceIBN - GC LAN,8.4867082082445,27.8232655383884,0.305022003852682,0.760349479691564
57,serviceToll-free Voice,-8.00956942087478,28.3620487026404,-0.282404473134169,0.777633464602106
58,serviceIBN - Data Centre Network,-7.76440087812051,27.9009641687811,-0.278284321328517,0.780794188630305
59,serviceIBN - Cabling - Install and Material,6.27110586924398,28.021685947547,0.223794738153254,0.822917086381565
60,serviceOther - Internal Services & Strategy,3.8401028646854,27.937903907134,0.137451359180344,0.890674074955985
61,serviceStorage,-2.60533198442668,27.8779692703368,-0.0934548696557626,0.925542226870635
62,serviceFirewall,-2.57894688483799,27.8411118430169,-0.0926308869911329,0.92619683008861
63,serviceData Centre Services,1.18435374187635,31.531539104162,0.0375609239359971,0.970037774254428
64,serviceFixed - Calling Card,1.72896825368952,94.3022066685911,0.0183343350571391,0.985372141603245
65,serviceCloud Brokering,-0.527788501980061,28.9135933574166,-0.0182539920049293,0.985436235336213
