,index,Estimate,Std. Error,t value,Pr(>|t|)
52,serviceOther - Security,-162.301796102291,115.969651342981,-1.39951956587575,0.161658617855445
53,serviceMobile Devices,181.690409145882,132.989054552693,1.36620573593064,0.171875767012071
54,serviceIBN - Cabling - Install and Material,-133.949047714721,117.497219586553,-1.14001887181721,0.254279655966414
55,serviceBulk Print,-251.040575407594,243.192707302749,-1.03227016217668,0.301946687568985
56,serviceGC WAN International,-118.025820719756,134.948483196847,-0.874599090881177,0.38179301885621
57,serviceFaciltiies-as-a-service (FaaS),-482.25486112444,577.814884267857,-0.834618273524574,0.403933558763477
58,serviceService Management - Enterprise Control Center (ECC),-465.704861123358,577.814884267842,-0.805975882247235,0.420257609754446
59,serviceIBN - Cabling,-356.638194458549,577.814884269931,-0.617218773983578,0.537091060576917
60,serviceMainframe - zOS & zLinux,73.5280589871631,126.505683235477,0.581223365675189,0.561090505774457
61,serviceFixed - PBX,56.1338114059481,117.292194772952,0.478580961969457,0.632237231149271
62,serviceInternet,-271.604861122267,577.814884268257,-0.47005514831316,0.638316074224328
63,serviceTo be determined,-256.838194457307,577.814884267793,-0.444499097289216,0.656682210129517
64,serviceFixed - Calling Card,69.728472206228,577.814884269597,0.120676144046324,0.903947663239787
65,serviceFixed - VoIP,-5.01287569520119,117.068746887815,-0.0428199312665826,0.965845113812945
